# data/predictors/_/HBSe_20161221T010133.prd:
# className='', T=38265, P=36
k1,k2
-0.13743,0.321453
-0.103927,0.320109
-0.136486,0.322977
-0.160965,0.327485
-0.127233,0.264571
-0.144313,0.370183
-0.0980965,0.411245
-0.170011,0.366233
-0.15138,0.335545
-0.144352,0.369227
-0.156918,0.361089
-0.152579,0.372709
-0.104575,0.344273
-0.205343,0.308431
-0.186514,0.323342
-0.131651,0.261329
-0.139888,0.342518
-0.108253,0.350853
-0.124123,0.342402
-0.142431,0.360841
-0.0921581,0.316537
-0.142267,0.332575
-0.190265,0.349801
-0.167651,0.350459
-0.179787,0.370756
-0.163212,0.314719
-0.166919,0.329234
-0.122675,0.332236
-0.132169,0.336923
-0.125716,0.364943
-0.120491,0.330096
-0.14572,0.327017
-0.124441,0.359661
-0.112069,0.323053
-0.124494,0.372447
-0.165193,0.380512
-0.148287,0.348572
-0.186412,0.324661
-0.14828,0.345856
-0.12126,0.349364
-0.15174,0.322306
-0.151531,0.319341
-0.14569,0.353326
-0.142438,0.333205
-0.134533,0.388418
-0.106316,0.304973
-0.170812,0.338206
-0.195331,0.321293
-0.150985,0.383753
-0.15989,0.382906
-0.138334,0.355855
-0.111348,0.323799
-0.10813,0.370113
-0.0995531,0.34597
-0.176972,0.347127
-0.164423,0.337169
-0.181045,0.316324
-0.216084,0.349488
-0.172385,0.336627
-0.0762367,0.301993
-0.0787286,0.33281
-0.163551,0.326349
-0.159552,0.335027
-0.12952,0.373794
-0.134154,0.341677
-0.138143,0.324002
-0.129688,0.345256
-0.107575,0.314011
-0.163461,0.285483
-0.101723,0.322349
-0.11349,0.343092
-0.15353,0.328452
-0.127416,0.363638
-0.122073,0.394448
-0.0953075,0.35835
-0.101995,0.290365
-0.0696684,0.316036
-0.12731,0.296543
-0.147052,0.353174
-0.0894921,0.312182
-0.11859,0.299679
-0.123938,0.320829
-0.126222,0.271092
-0.119148,0.296501
-0.127057,0.35394
-0.162496,0.334736
-0.14394,0.309238
-0.0926745,0.357702
-0.171607,0.394859
-0.174954,0.361022
-0.131537,0.300932
-0.131731,0.337739
-0.150068,0.333548
-0.129728,0.366275
-0.129464,0.339297
-0.156019,0.329359
-0.169622,0.290926
-0.0764939,0.305523
-0.0728686,0.314002
-0.118933,0.31176
-0.145871,0.266973
-0.154273,0.270303
-0.137083,0.30465
-0.146003,0.330186
-0.167525,0.352923
-0.212857,0.322997
-0.180945,0.352029
-0.202324,0.35157
-0.223721,0.328334
-0.413068,0.159889
-0.551678,0.0580153
-0.586059,0.0704594
-0.637812,0.142236
-0.579554,0.24721
-0.453165,0.30297
-0.398852,0.34813
-0.304484,0.274865
-0.313521,0.284453
-0.420504,0.389906
-0.461082,0.271296
-0.527768,0.183262
-0.550798,0.267216
-0.452912,0.307931
-0.258744,0.502021
-0.290373,0.497692
-0.286261,0.562125
-0.26521,0.610663
-0.245426,0.592424
-0.321895,0.477661
-0.496193,0.41174
-0.4936,0.39781
-0.382299,0.522531
-0.37057,0.53943
-0.364634,0.576958
-0.363187,0.571515
-0.301683,0.54764
-0.379293,0.412637
-0.503203,0.253548
-0.540684,0.272556
-0.411806,0.336678
-0.373958,0.370825
-0.432165,0.345765
-0.36703,0.208315
-0.427934,0.166854
-0.387945,0.193863
-0.501209,0.0980994
-0.64252,0.0574226
-0.717372,0.0419439
-0.775952,0.0426668
-0.790037,-0.019588
-0.706102,0.00646521
-0.659556,0.0730985
-0.648863,0.00867677
-0.577139,0.0146692
-0.359123,0.214977
-0.242769,0.302358
-0.207878,0.325631
-0.128325,0.355543
-0.115806,0.305928
-0.11672,0.31168
-0.135744,0.334526
-0.141268,0.334919
-0.136841,0.329247
-0.138199,0.365462
-0.203247,0.403435
-0.136528,0.379417
-0.0992885,0.301555
-0.0904095,0.298219
-0.102691,0.354619
-0.167715,0.314194
-0.133681,0.271034
-0.110569,0.328736
-0.197743,0.275903
-0.214341,0.293488
-0.156542,0.282318
-0.159869,0.300569
-0.225797,0.255339
-0.21389,0.267576
-0.203544,0.348054
-0.239874,0.32263
-0.183176,0.271916
-0.26929,0.249584
-0.316705,0.251036
-0.259131,0.253692
-0.329779,0.213388
-0.335085,0.225412
-0.283148,0.27795
-0.21496,0.22331
-0.278068,0.25611
-0.293959,0.278447
-0.362289,0.235181
-0.252266,0.176596
-0.189579,0.218754
-0.164897,0.29567
-0.195556,0.245027
-0.176746,0.294883
-0.200391,0.332851
-0.181825,0.278233
-0.232229,0.264608
-0.182188,0.336343
-0.166644,0.297722
-0.165559,0.287747
-0.160832,0.314432
-0.17624,0.309661
-0.179424,0.336028
-0.149803,0.317686
-0.153712,0.317881
-0.194874,0.275167
-0.163257,0.289839
-0.181846,0.38108
-0.114403,0.358016
-0.164346,0.309555
-0.145266,0.251561
-0.0947957,0.254171
-0.153981,0.307517
-0.137466,0.281519
-0.121381,0.335705
-0.138149,0.345531
-0.146714,0.339586
-0.13645,0.305822
-0.111283,0.330462
-0.138782,0.348935
-0.129078,0.363152
-0.138837,0.308691
-0.160723,0.296275
-0.125159,0.347867
-0.151852,0.329613
-0.207014,0.338889
-0.147493,0.379436
-0.128029,0.340122
-0.139209,0.333614
-0.138834,0.290916
-0.155287,0.3738
-0.128349,0.396911
-0.105939,0.322163
-0.218213,0.239451
-0.126444,0.298671
-0.11436,0.352295
-0.0915002,0.36441
-0.125168,0.322196
-0.166087,0.307058
-0.158532,0.330527
-0.195941,0.353216
-0.133478,0.314261
-0.139708,0.376016
-0.10274,0.347961
-0.161471,0.333582
-0.159011,0.336049
-0.122471,0.348276
-0.107476,0.342193
-0.0785646,0.318773
-0.108563,0.30474
-0.124981,0.34118
-0.158589,0.313381
-0.163662,0.331943
-0.167114,0.319035
-0.148962,0.31025
-0.136101,0.2856
-0.155763,0.335274
-0.151947,0.409342
-0.180745,0.421087
-0.156586,0.36456
-0.103852,0.343321
-0.13948,0.322224
-0.140657,0.336057
-0.134468,0.3143
-0.16524,0.292274
-0.10829,0.315741
-0.171621,0.339169
-0.179257,0.377828
-0.226281,0.350274
-0.15239,0.322779
-0.179535,0.337983
-0.164442,0.296606
-0.190324,0.293666
-0.140166,0.343996
-0.136983,0.38385
-0.142987,0.367971
-0.141761,0.383531
-0.170655,0.338596
-0.130767,0.349866
-0.166222,0.361626
-0.13507,0.33262
-0.140055,0.368366
-0.136194,0.325937
-0.140594,0.342343
-0.136811,0.348038
-0.145644,0.330959
-0.170587,0.271621
-0.174168,0.336046
-0.141562,0.306879
-0.104235,0.354177
-0.127162,0.276497
-0.121278,0.300862
-0.113256,0.311028
-0.0890699,0.330213
-0.160068,0.311574
-0.154183,0.314249
-0.117786,0.347695
-0.13607,0.366741
-0.152352,0.281304
-0.140519,0.253896
-0.143128,0.313041
-0.0889046,0.320201
-0.129706,0.303276
-0.211783,0.284288
-0.477674,0.142224
-0.747651,0.115312
-0.702821,0.124797
-0.570519,0.189686
-0.514029,0.224723
-0.469142,0.358401
-0.566869,0.488582
-0.471568,0.421075
-0.429656,0.384544
-0.458442,0.320151
-0.508249,0.360133
-0.56625,0.417897
-0.604344,0.448456
-0.573247,0.490017
-0.490152,0.612188
-0.420226,0.66375
-0.41673,0.632582
-0.457885,0.639483
-0.498297,0.593742
-0.507767,0.494396
-0.574634,0.416026
-0.543811,0.414776
-0.472474,0.416248
-0.365299,0.363914
-0.382629,0.318583
-0.395821,0.309899
-0.381812,0.320386
-0.358325,0.337376
-0.303367,0.313693
-0.377215,0.270781
-0.353313,0.362101
-0.28878,0.39932
-0.230292,0.353812
-0.208328,0.357043
-0.238172,0.277993
-0.211578,0.271867
-0.126571,0.305075
-0.16988,0.354383
-0.165211,0.308621
-0.176909,0.301904
-0.156034,0.252785
-0.153835,0.24426
-0.209217,0.289923
-0.215876,0.323804
-0.247115,0.305865
-0.203512,0.290405
-0.189073,0.283573
-0.219702,0.355217
-0.135035,0.278553
-0.145164,0.264786
-0.185468,0.266727
-0.149211,0.31129
-0.183411,0.323369
-0.225342,0.352588
-0.237733,0.297459
-0.183565,0.330743
-0.14684,0.285499
-0.138701,0.293637
-0.167972,0.27289
-0.201743,0.266216
-0.226584,0.244508
-0.236861,0.217467
-0.215155,0.255635
-0.219402,0.332752
-0.227609,0.313492
-0.244398,0.313609
-0.216677,0.321585
-0.279256,0.289904
-0.323139,0.257288
-0.296107,0.324535
-0.280467,0.278638
-0.254728,0.330639
-0.263252,0.3641
-0.225695,0.380427
-0.263622,0.353078
-0.186753,0.299376
-0.213909,0.336643
-0.262828,0.32603
-0.249723,0.400812
-0.292789,0.414834
-0.178879,0.361418
-0.184249,0.356931
-0.192996,0.353509
-0.13625,0.314151
-0.103854,0.269608
-0.143502,0.314412
-0.154003,0.291504
-0.119719,0.281491
-0.15657,0.323228
-0.158857,0.365056
-0.101323,0.397568
-0.135099,0.397166
-0.114579,0.26041
-0.184664,0.294844
-0.159813,0.348147
-0.144168,0.351487
-0.129518,0.358703
-0.109947,0.373782
-0.156436,0.371101
-0.185796,0.337899
-0.16754,0.374731
-0.149507,0.348836
-0.21207,0.337095
-0.143926,0.31008
-0.143452,0.27853
-0.374848,0.134647
-0.394168,0.183065
-0.154953,0.326511
-0.119718,0.294034
-0.154613,0.339053
-0.115692,0.343727
-0.120173,0.366585
-0.615381,0.419864
-0.635283,0.43428
-0.197719,0.270135
-0.143768,0.307023
-0.175692,0.243103
-0.156937,0.266862
-0.151858,0.289608
-0.103448,0.285105
-0.122831,0.300584
-0.099694,0.308913
-0.109637,0.329347
-0.52321,0.584185
-0.56648,0.657193
-0.384099,0.367479
-0.152326,0.285117
-0.120377,0.316711
-0.155669,0.3436
-0.283948,0.358149
-0.528576,0.649814
-0.526826,0.612803
-0.202081,0.328408
-0.190755,0.303481
-0.134144,0.294389
-0.289856,0.348513
-0.587465,0.655887
-0.571105,0.585191
-0.151968,0.297506
-0.182135,0.299568
-0.62571,0.537646
-0.671263,0.62384
-0.318481,0.272347
-0.151112,0.340969
-0.584199,0.579719
-0.634571,0.668446
-0.387471,0.293759
-0.171206,0.334742
-0.130948,0.28518
-0.161767,0.30501
-0.571337,0.451446
-0.629244,0.535496
-0.265606,0.306194
-0.16713,0.310038
-0.1287,0.293272
-0.230033,0.325452
-0.623734,0.644185
-0.607101,0.574546
-0.135036,0.262856
-0.121458,0.281591
-0.12643,0.311107
-0.1174,0.302229
-0.631492,0.513798
-0.649395,0.535126
-0.222626,0.294543
-0.140194,0.295572
-0.104216,0.347936
-0.289209,0.285162
-0.641775,0.520992
-0.611196,0.447133
-0.17375,0.326876
-0.0693288,0.357968
-0.190576,0.26843
-0.676474,0.333405
-0.650464,0.278074
-0.192522,0.261211
-0.174841,0.325779
-0.172637,0.292038
-0.655747,0.284442
-0.708258,0.296011
-0.249004,0.148327
-0.229392,0.322798
-0.14799,0.345787
-0.468888,0.165534
-0.725877,0.278301
-0.426751,0.176451
-0.122574,0.360845
-0.21673,0.215089
-0.645966,0.406885
