index,cardinality,distortion
0,171,0.080661
1,220,0.086628
2,212,0.085332
3,186,0.093064
4,164,0.083620
5,168,0.098636
6,158,0.098931
7,140,0.120475
8,268,0.077141
9,63,0.177792
10,343,0.070274
11,286,0.074473
12,198,0.084638
13,156,0.100762
14,125,0.096800
15,84,0.128289
16,311,0.091019
17,369,0.091388
18,343,0.115055
19,275,0.112494
20,402,0.090288
21,225,0.106561
22,344,0.096976
23,385,0.092327
24,252,0.101568
25,166,0.139628
26,143,0.137536
27,136,0.143864
28,322,0.106969
29,199,0.121263
30,170,0.124255
31,121,0.118942
32,287,0.077432
33,323,0.097533
34,428,0.079111
35,288,0.097463
36,308,0.101622
37,320,0.108042
38,381,0.103398
39,188,0.135212
40,439,0.085793
41,444,0.098047
42,374,0.104308
43,289,0.103881
44,200,0.124205
45,108,0.153475
46,174,0.113243
47,283,0.115121
48,54,0.150673
49,71,0.155201
50,39,0.146641
51,39,0.177837
52,37,0.189649
53,51,0.207685
54,35,0.195470
55,38,0.252210
56,198,0.111089
57,235,0.122503
58,179,0.109441
59,251,0.100507
60,238,0.118695
61,182,0.130206
62,253,0.119213
63,245,0.118257
64,74,0.255038
65,85,0.237539
66,61,0.340853
67,64,0.337158
68,54,0.386025
69,56,0.349265
70,111,0.261500
71,63,0.192829
72,24,0.178787
73,39,0.236018
74,30,0.197259
75,18,0.156435
76,32,0.211853
77,18,0.141459
78,34,0.203470
79,28,0.228568
80,74,0.181247
81,20,0.257462
82,32,0.243528
83,47,0.219207
84,44,0.183280
85,56,0.156638
86,42,0.152949
87,29,0.144643
88,11,0.124318
89,29,0.213900
90,42,0.158142
91,44,0.145709
92,82,0.168593
93,35,0.235103
94,56,0.223504
95,56,0.218030
96,12,0.230130
97,34,0.211648
98,132,0.125622
99,43,0.197595
100,45,0.172842
101,56,0.179507
102,30,0.153172
103,20,0.223031
104,64,0.145234
105,59,0.160656
106,45,0.120751
107,27,0.142096
108,28,0.126154
109,44,0.137039
110,35,0.177038
111,49,0.237667
112,44,0.141518
113,35,0.126733
114,14,0.153919
115,53,0.149849
116,12,0.136129
117,24,0.159613
118,21,0.110004
119,30,0.128193
120,32,0.157965
121,30,0.101320
122,28,0.186235
123,25,0.155247
124,41,0.184208
125,32,0.173678
126,56,0.201614
127,21,0.218591
128,723,0.053977
129,724,0.053667
130,1107,0.056565
131,1325,0.050343
132,867,0.055025
133,866,0.057578
134,575,0.071963
135,519,0.078422
136,1463,0.048750
137,1459,0.048373
138,980,0.061486
139,1084,0.059213
140,1750,0.045987
141,1289,0.052710
142,1869,0.045880
143,1965,0.047558
144,1283,0.048738
145,1255,0.050896
146,1246,0.050650
147,974,0.055586
148,607,0.061068
149,462,0.067570
150,655,0.067327
151,269,0.077520
152,774,0.062125
153,381,0.086060
154,511,0.082988
155,543,0.084237
156,334,0.101637
157,291,0.121735
158,276,0.106327
159,56,0.162958
160,262,0.084595
161,270,0.095012
162,394,0.078703
163,293,0.093178
164,256,0.097841
165,266,0.109741
166,206,0.130034
167,112,0.154137
168,314,0.098481
169,263,0.106572
170,385,0.095762
171,305,0.107377
172,313,0.095350
173,236,0.106561
174,192,0.127713
175,164,0.138422
176,82,0.149491
177,20,0.238750
178,76,0.166605
179,64,0.226417
180,39,0.187505
181,71,0.235718
182,72,0.195053
183,72,0.225426
184,124,0.180976
185,116,0.217300
186,69,0.244335
187,39,0.265141
188,170,0.130704
189,195,0.142226
190,196,0.149146
191,99,0.212054
192,1629,0.047718
193,1510,0.049580
194,1760,0.046419
195,1668,0.048466
196,1829,0.045881
197,1690,0.047990
198,1245,0.051908
199,628,0.082044
200,1087,0.057782
201,1532,0.049997
202,1744,0.050675
203,1344,0.054394
204,492,0.099194
205,625,0.093647
206,743,0.077007
207,228,0.140987
208,399,0.090748
209,104,0.167776
210,170,0.162043
211,139,0.161677
212,463,0.085919
213,175,0.147012
214,190,0.121595
215,285,0.157946
216,59,0.215743
217,143,0.146900
218,365,0.112080
219,185,0.174658
220,137,0.187606
221,130,0.184472
222,861,0.070502
223,144,0.177244
224,107,0.181417
225,134,0.137093
226,45,0.206961
227,113,0.160748
228,56,0.169519
229,68,0.163046
230,109,0.123881
231,68,0.153636
232,48,0.193698
233,54,0.136044
234,57,0.142390
235,61,0.153423
236,97,0.159202
237,69,0.149011
238,36,0.211998
239,17,0.232740
240,100,0.155904
241,87,0.208786
242,69,0.208950
243,67,0.225027
244,137,0.128906
245,62,0.197591
246,64,0.165269
247,54,0.200460
248,47,0.238757
249,95,0.193470
250,80,0.199816
251,51,0.225409
252,64,0.221019
253,91,0.184423
254,36,0.174910
255,76,0.184306
