index,cardinality,distortion
0,54,0.070648
1,104,0.069974
2,99,0.070498
3,104,0.079753
4,121,0.068103
5,80,0.093579
6,91,0.084371
7,72,0.081501
8,82,0.077435
9,104,0.079191
10,88,0.084139
11,61,0.096036
12,99,0.090804
13,94,0.087256
14,61,0.103336
15,46,0.110460
16,130,0.068343
17,114,0.079768
18,15,0.180014
19,23,0.172446
20,179,0.061436
21,211,0.069022
22,200,0.062653
23,132,0.075109
24,129,0.074004
25,96,0.084319
26,58,0.085715
27,70,0.093422
28,101,0.095523
29,64,0.088377
30,81,0.106085
31,38,0.115674
32,183,0.078705
33,174,0.086831
34,190,0.079113
35,125,0.098303
36,29,0.222713
37,170,0.095496
38,171,0.088112
39,49,0.135651
40,175,0.080949
41,179,0.086074
42,118,0.093658
43,116,0.097753
44,160,0.089542
45,141,0.089864
46,189,0.082053
47,181,0.088069
48,143,0.086580
49,109,0.098069
50,80,0.114615
51,65,0.141120
52,83,0.110980
53,66,0.142257
54,80,0.117691
55,66,0.121317
56,180,0.093057
57,179,0.095608
58,122,0.111010
59,87,0.110739
60,91,0.115328
61,115,0.088510
62,61,0.107419
63,78,0.112466
64,133,0.085698
65,328,0.060414
66,330,0.062202
67,146,0.104893
68,287,0.067009
69,258,0.072964
70,187,0.086138
71,153,0.096377
72,168,0.089337
73,121,0.105206
74,173,0.086244
75,100,0.132759
76,137,0.091670
77,215,0.094895
78,80,0.110556
79,79,0.125936
80,280,0.069893
81,184,0.092611
82,274,0.078630
83,168,0.102362
84,158,0.085662
85,171,0.096250
86,164,0.098793
87,164,0.090897
88,82,0.104899
89,130,0.093955
90,70,0.131321
91,66,0.118566
92,116,0.098696
93,85,0.110068
94,161,0.100916
95,127,0.111663
96,30,0.107071
97,29,0.121870
98,46,0.087412
99,22,0.197674
100,41,0.150729
101,35,0.119972
102,16,0.122274
103,14,0.179993
104,13,0.131414
105,12,0.153563
106,46,0.126063
107,20,0.208535
108,17,0.149224
109,14,0.166160
110,28,0.167171
111,14,0.255400
112,91,0.104890
113,106,0.108095
114,104,0.111610
115,145,0.105805
116,96,0.096670
117,86,0.099621
118,149,0.094529
119,142,0.096447
120,133,0.105157
121,92,0.099437
122,103,0.113134
123,37,0.132566
124,158,0.088986
125,127,0.119213
126,132,0.103613
127,141,0.110232
128,44,0.215993
129,26,0.148385
130,33,0.216810
131,48,0.200494
132,24,0.354081
133,44,0.249136
134,34,0.255177
135,32,0.278682
136,22,0.364294
137,29,0.226046
138,27,0.251581
139,27,0.219594
140,46,0.277830
141,63,0.203423
142,27,0.183157
143,38,0.139706
144,9,0.162987
145,16,0.144902
146,15,0.167348
147,23,0.220739
148,38,0.161293
149,17,0.152688
150,11,0.101799
151,11,0.112881
152,15,0.195708
153,16,0.161721
154,10,0.079432
155,16,0.126893
156,10,0.130922
157,18,0.159704
158,20,0.156616
159,13,0.209547
160,22,0.157589
161,41,0.140882
162,14,0.120177
163,8,0.235045
164,21,0.177259
165,41,0.164856
166,29,0.158156
167,24,0.161282
168,22,0.170331
169,22,0.141206
170,30,0.116732
171,18,0.156845
172,33,0.127850
173,16,0.092872
174,13,0.100663
175,28,0.142401
176,9,0.124237
177,7,0.070102
178,23,0.134019
179,13,0.086957
180,18,0.177706
181,23,0.111515
182,15,0.124683
183,30,0.123601
184,40,0.141764
185,26,0.164396
186,17,0.193968
187,18,0.201146
188,32,0.183180
189,27,0.192896
190,48,0.107884
191,18,0.223629
192,7,0.194176
