# data/codebooks/_/eps_0.0005_M_1024.cbook:
# P=36  size=1024  className='_'
k1,k2,k3
-0.465432,0.71921,0.0237463
-0.439633,0.481531,0.0827309
-0.447409,0.682811,0.121498
-0.503856,0.635904,0.129158
-0.492969,0.616321,0.062515
-0.529056,0.778597,0.207368
-0.470718,0.693614,0.278607
-0.434271,0.456284,-0.00782499
-0.523873,0.594078,-0.0274216
-0.0672435,0.415755,-0.0834415
-0.152465,0.386146,-0.0121114
-0.490846,0.621979,0.00599356
-0.591023,0.820198,0.0685908
-0.616508,0.870809,0.0662123
-0.637781,0.870878,0.0852533
-0.648024,0.81662,0.223512
-0.661698,0.837873,0.19639
-0.541918,0.54661,0.0193691
-0.489147,0.627651,0.104238
-0.509073,0.627851,-0.183217
-0.382325,0.498818,-0.125189
-0.632187,0.721006,0.160594
-0.570116,0.710422,0.109144
-0.641118,0.766751,0.262862
-0.635575,0.767804,0.184988
-0.467852,0.765185,-0.200209
-0.573645,0.734878,-0.123118
-0.553859,0.651245,0.163674
-0.46475,0.464706,-0.160499
-0.500911,0.390654,0.0067077
-0.516562,0.541158,-0.00819044
-0.552872,0.630689,-0.0320496
-0.663602,0.790107,-0.0694271
-0.547839,0.601124,0.0891416
-0.697606,0.68945,0.25946
-0.516721,0.52481,0.148288
-0.541744,0.56364,0.0689898
-0.485209,0.402284,-0.0849315
-0.636425,0.635367,0.108992
-0.25815,0.398429,-0.391647
-0.590648,0.590882,-0.136192
-0.526811,0.473365,0.0317324
-0.340366,0.357012,-0.268539
-0.131867,0.400832,-0.0879681
-0.125228,0.411494,-0.0724887
-0.50679,0.553902,0.0689054
-0.480629,0.583404,0.0307835
-0.420374,0.333319,-0.0516489
-0.565367,0.645673,0.139749
-0.597159,0.639016,0.0115255
-0.558743,0.746616,0.0357181
-0.444212,0.735119,-0.194341
-0.546771,0.653721,-0.0497891
-0.502582,0.442949,0.0604575
-0.541897,0.629831,0.00526895
-0.541948,0.592165,-0.0835809
-0.522131,0.643412,-0.086176
-0.701037,0.677128,0.178088
-0.42811,0.506325,-0.070825
-0.556518,0.793115,-0.149967
-0.51978,0.709264,0.0103694
-0.332031,0.409396,-0.164847
-0.540655,0.695521,-0.11178
-0.667853,0.579097,0.163457
-0.558052,0.517997,0.0573832
-0.533793,0.630681,-0.118492
-0.57271,0.888993,-0.0283274
-0.540794,0.861945,-0.0987474
-0.567575,0.85232,-0.0721989
-0.325874,0.470521,-0.19592
-0.441433,0.482372,0.026484
-0.543291,0.781033,-0.082345
-0.559327,0.810613,-0.0349889
-0.549298,0.519437,0.0912484
-0.549106,0.650565,0.202407
-0.520305,0.624456,0.0824591
-0.549382,0.65206,0.0397412
-0.631177,0.526587,0.0241787
-0.435714,0.555521,-0.137619
-0.674607,0.658231,-0.00837026
-0.601447,0.567491,0.0028326
-0.22275,0.419203,-0.00371575
-0.188069,0.446872,-0.244703
-0.303077,0.537009,-0.106761
-0.248271,0.444821,-0.201131
-0.544801,0.531279,-0.014448
-0.534171,0.719951,-0.0226989
-0.453417,0.563398,-0.186337
-0.479987,0.600351,-0.174017
-0.482013,0.621514,0.00145431
-0.465109,0.600078,0.0637985
-0.49613,0.5253,-0.0548065
-0.494095,0.639755,-0.223863
-0.538966,0.429745,-0.139583
-0.532723,0.511565,-0.0394692
-0.613691,0.690372,0.0580133
-0.544793,0.665007,-0.0611542
-0.29506,0.765756,-0.00347856
-0.37768,0.785385,-0.000908962
-0.425501,0.767668,-0.0382014
-0.455756,0.791766,-0.0582398
-0.441729,0.650055,-0.0618765
-0.483257,0.552088,-0.0212129
-0.319129,0.468288,-0.0602284
-0.482128,0.636616,-0.0173468
-0.219617,0.389162,-0.0658012
-0.23906,0.402519,-0.0629757
-0.308385,0.388221,-0.0844152
-0.279658,0.468942,-0.0908927
-0.360705,0.436699,0.0133128
-0.448845,0.585032,0.0418711
-0.43065,0.450217,-0.046777
-0.424597,0.427118,-0.0719399
-0.641615,0.717556,0.147375
-0.643793,0.741847,0.14805
-0.507534,0.638192,0.0144924
-0.57578,0.739245,0.0889882
-0.36549,0.55873,-0.11326
-0.348856,0.568733,-0.0880497
-0.408168,0.623249,-0.0231096
-0.309911,0.56417,0.00236485
-0.560415,0.727603,0.211263
-0.613178,0.830032,0.28991
-0.552101,0.668444,0.307741
-0.399743,0.573218,0.0132235
-0.463984,0.673075,0.00306467
-0.488799,0.675736,0.0344801
-0.554636,0.807845,0.130503
-0.374697,0.565474,-0.0330305
-0.649094,0.926154,0.338749
-0.64417,0.920375,0.206824
-0.621669,0.835068,0.257727
-0.611175,0.812796,0.302726
-0.540756,0.757962,-0.00658088
-0.435524,0.6098,-0.0519591
-0.424882,0.755808,-0.0352511
-0.48565,0.713973,-0.0930112
-0.448269,0.775,-0.0972386
-0.420955,0.857009,-0.0364404
-0.646845,0.894852,0.258303
-0.635495,0.748892,0.063746
-0.628365,0.748006,0.0356657
-0.633367,0.824648,0.124486
-0.428426,0.770839,-0.153073
-0.569944,0.77739,-0.0351883
-0.402122,0.431686,-0.0383486
-0.454744,0.331546,-0.0983018
-0.52417,0.587138,-0.0283478
-0.597057,0.733122,0.0010313
-0.314366,0.446839,-0.144694
-0.318476,0.534213,-0.197115
-0.60193,0.692476,0.0451017
-0.308322,0.649109,-0.335909
-0.555405,0.673342,0.249986
-0.564016,0.683143,0.226766
-0.562562,0.692608,0.25115
-0.574087,0.69138,0.221491
-0.588412,0.725637,0.24194
-0.600759,0.742022,0.240717
-0.523619,0.549719,0.115023
-0.506018,0.530118,-0.0185819
-0.647064,0.885082,0.275761
-0.641375,0.825195,0.186444
-0.578261,0.737082,0.0362771
-0.605093,0.766002,0.0824651
-0.635853,0.844786,0.251972
-0.585731,0.642695,-0.0847055
-0.563951,0.632985,-0.158923
-0.574911,0.589629,-0.0777354
-0.632511,0.828696,0.0472319
-0.423192,0.629697,-0.343315
-0.414665,0.601377,-0.344584
-0.427757,0.635488,-0.337802
-0.584904,0.726294,-0.0158954
-0.185542,0.644459,-0.366028
-0.51994,0.683708,-0.278372
-0.486829,0.66564,-0.360695
-0.616367,0.830313,0.268098
-0.625098,0.808684,0.434348
-0.611493,0.748904,-0.00430541
-0.641752,0.853185,0.209211
-0.600536,0.705607,0.0791355
-0.511097,0.641952,-0.371651
-0.599186,0.723057,-0.123395
-0.612983,0.749179,-0.110941
-0.601547,0.777458,0.084822
-0.611245,0.789544,0.13337
-0.594787,0.625077,-0.00961846
-0.594291,0.644224,0.0304808
-0.608154,0.695237,0.504686
-0.636308,0.83136,0.304903
-0.613303,0.739899,0.430207
-0.573431,0.705483,0.297975
-0.380054,0.543782,-0.259565
-0.676844,0.631406,-0.0900032
-0.604924,0.584703,0.0116579
-0.64496,0.80385,-0.094516
-0.64421,0.831722,-0.190572
-0.656536,0.803945,-0.114193
-0.610369,0.736978,-0.0431341
-0.60885,0.722189,-0.0493663
-0.292777,0.448626,-0.117138
-0.37808,0.522931,-0.166016
-0.399195,0.397007,-0.447578
-0.374451,0.435564,0.0501881
-0.636019,0.854966,-0.11164
-0.614411,0.831578,-0.0598654
-0.369379,0.547456,-0.134471
-0.568073,0.536892,0.141109
-0.360738,0.328196,0.0748363
-0.341224,0.520144,0.0932892
-0.365145,0.58597,-0.17432
-0.456313,0.650228,-0.156187
-0.47473,0.543012,-0.0919435
-0.469685,0.651466,-0.0245577
-0.438852,0.610629,-0.0703702
-0.0925483,0.422838,-0.0265139
-0.391757,0.408571,-0.0759636
-0.440819,0.417692,-0.0347082
-0.479579,0.635438,0.147743
-0.505659,0.654911,0.165714
-0.0679602,0.353564,-0.116023
-0.303643,0.57045,0.0867366
-0.525815,0.439721,-0.00910658
-0.458873,0.693212,0.0555617
-0.169916,0.267803,-0.153831
-0.167914,0.295522,-0.156152
-0.162458,0.300961,-0.150249
-0.157802,0.304052,-0.149954
-0.219686,0.239051,-0.177175
-0.22254,0.280282,-0.161503
-0.20034,0.288672,-0.156756
-0.174921,0.309582,-0.159044
-0.130763,0.311831,-0.120398
-0.141133,0.309995,-0.114477
-0.166907,0.36578,-0.100615
-0.17329,0.406091,-0.114974
-0.149119,0.278541,-0.151725
-0.147784,0.289145,-0.154129
-0.148301,0.304779,-0.153897
-0.150629,0.30881,-0.14056
-0.212888,0.251784,-0.132924
-0.208823,0.211086,-0.180336
-0.192585,0.279506,-0.103017
-0.210071,0.279369,-0.13496
-0.205746,0.280749,-0.119219
-0.219782,0.296545,-0.112411
-0.207127,0.318542,-0.0938449
-0.218847,0.326225,-0.108654
-0.251288,0.273788,-0.122902
-0.257573,0.24464,-0.160939
-0.297959,0.298894,-0.126772
-0.275104,0.355283,-0.11396
-0.243298,0.260258,-0.123954
-0.284002,0.285917,-0.135437
-0.330784,0.281076,-0.112651
-0.335413,0.289599,-0.107849
-0.147939,0.256777,-0.163424
-0.150307,0.272367,-0.166924
-0.154653,0.306148,-0.136609
-0.131086,0.312998,-0.144132
-0.125543,0.273528,-0.150784
-0.139586,0.277302,-0.159183
-0.131081,0.297276,-0.181924
-0.113495,0.316675,-0.17432
-0.112961,0.336797,-0.181047
-0.143603,0.332682,-0.160904
-0.127345,0.355932,-0.15546
-0.144875,0.361594,-0.178312
-0.158827,0.312036,-0.151383
-0.140565,0.329643,-0.161583
-0.162539,0.344713,-0.119666
-0.158619,0.412709,-0.103916
-0.146183,0.294013,-0.117153
-0.146092,0.31683,-0.112614
-0.123183,0.287295,-0.115022
-0.121769,0.295884,-0.120194
-0.154744,0.316952,-0.137064
-0.142425,0.291025,-0.141214
-0.156911,0.338686,-0.109246
-0.190074,0.358671,-0.0772034
-0.142079,0.265725,-0.175856
-0.183921,0.253801,-0.175495
-0.135062,0.282032,-0.166514
-0.141767,0.301095,-0.168233
-0.168419,0.283169,-0.158406
-0.157936,0.279592,-0.175902
-0.173175,0.297797,-0.143123
-0.166571,0.327932,-0.134688
-0.167139,0.261733,-0.161395
-0.176344,0.281587,-0.173031
-0.172883,0.2714,-0.15739
-0.196682,0.291402,-0.153879
-0.15903,0.275846,-0.146261
-0.162994,0.296459,-0.141423
-0.180211,0.279245,-0.170904
-0.212432,0.290349,-0.142197
-0.14245,0.266479,-0.159032
-0.163411,0.286153,-0.165371
-0.18951,0.283007,-0.163975
-0.182523,0.273602,-0.191053
-0.201323,0.238215,-0.174264
-0.213129,0.251803,-0.184189
-0.24846,0.223781,-0.194841
-0.267132,0.275657,-0.155979
-0.183767,0.251651,-0.175845
-0.19406,0.279186,-0.177792
-0.264607,0.25374,-0.168624
-0.32668,0.273358,-0.153854
-0.195998,0.258679,-0.170053
-0.176064,0.28118,-0.191295
-0.243118,0.270644,-0.169787
-0.225701,0.388527,-0.239694
-0.256454,0.223732,-0.165726
-0.251224,0.216316,-0.205485
-0.259761,0.269445,-0.130457
-0.34388,0.250572,-0.152689
-0.389811,0.155532,-0.252306
-0.44984,0.19519,-0.179186
-0.435379,0.170282,-0.249667
-0.430619,0.223165,-0.2224
-0.212687,0.272219,-0.125256
-0.240626,0.289777,-0.0846137
-0.218464,0.28696,-0.127941
-0.287285,0.2865,-0.0712421
-0.223589,0.262883,-0.109807
-0.209041,0.307364,-0.111721
-0.289062,0.29137,-0.0824019
-0.315342,0.317226,-0.0698842
-0.261422,0.276135,-0.108156
-0.26814,0.28471,-0.102477
-0.212129,0.341152,-0.0888963
-0.193289,0.392332,-0.0666329
-0.218902,0.298907,-0.102341
-0.301018,0.319705,-0.068051
-0.306687,0.404607,-0.0138754
-0.346016,0.395029,-0.0213207
-0.272902,0.315503,-0.0328185
-0.307418,0.347254,-0.0575194
-0.33829,0.315326,-0.038108
-0.407301,0.366567,0.00171623
-0.428403,0.492009,0.140064
-0.446238,0.451983,0.0947947
-0.425092,0.440868,0.128821
-0.448588,0.431555,0.102808
-0.361456,0.263638,-0.0985496
-0.363428,0.318054,-0.0845
-0.453134,0.334129,-0.0478925
-0.478886,0.364468,-0.0402251
-0.477152,0.33096,-0.185173
-0.422327,0.388519,-0.186925
-0.409171,0.389284,-0.0120521
-0.361802,0.449203,-0.166072
-0.520399,0.144015,-0.256692
-0.505288,0.164559,-0.228084
-0.517648,0.131372,-0.244904
-0.557489,0.154579,-0.237932
-0.530698,0.241857,-0.153823
-0.557869,0.243625,-0.133535
-0.550939,0.266905,-0.125516
-0.524193,0.402224,-0.190951
-0.301114,0.220111,-0.194466
-0.344403,0.208783,-0.198394
-0.439709,0.202664,-0.229063
-0.498735,0.250755,-0.146747
-0.500326,0.206267,-0.183232
-0.553446,0.292962,-0.108385
-0.51335,0.205652,-0.208675
-0.544814,0.304569,-0.110547
-0.396702,0.320255,-0.0913602
-0.420033,0.346026,-0.0713179
-0.396982,0.40098,-0.0209632
-0.437756,0.459843,0.00516338
-0.479947,0.388584,-0.119971
-0.510959,0.47164,-0.0908553
-0.521113,0.417507,-0.0695073
-0.521555,0.47356,-0.0556122
-0.44989,0.326091,-0.229804
-0.346314,0.330174,-0.40199
-0.517142,0.391633,-0.211261
-0.512456,0.417728,-0.225811
-0.474919,0.547108,-0.223761
-0.475689,0.582263,-0.192455
-0.553608,0.617411,-0.0945864
-0.545226,0.55958,-0.0692655
-0.510731,0.338688,-0.068879
-0.52993,0.364477,-0.0912009
-0.493582,0.32614,-0.0477949
-0.554031,0.322185,-0.0657745
-0.505245,0.463743,0.0446249
-0.559602,0.407734,0.00610009
-0.557225,0.432097,-0.0239251
-0.595721,0.446664,-0.0677213
-0.511244,0.205493,-0.157553
-0.54518,0.208591,-0.208302
-0.497765,0.296469,-0.121572
-0.544894,0.358927,-0.0663581
-0.467055,0.294061,-0.152223
-0.506469,0.248062,-0.14666
-0.408056,0.407125,-0.143976
-0.485017,0.368421,-0.211811
-0.320617,0.343973,-0.0234891
-0.272671,0.215857,0.00942823
-0.418053,0.412792,0.0193501
-0.44154,0.3815,-0.101099
-0.45597,0.357829,-0.0285436
-0.535703,0.36039,-0.0400449
-0.482536,0.481586,-0.0241355
-0.534711,0.498168,0.0611547
-0.516068,0.528797,0.0494547
-0.540524,0.566501,0.100768
-0.499635,0.45464,0.0467593
-0.549428,0.494665,-0.00505502
-0.558164,0.488098,-0.0333574
-0.591171,0.583341,0.0242746
-0.61874,0.440101,0.0249308
-0.616957,0.503857,-0.0114011
-0.42922,0.532405,0.125904
-0.514508,0.63519,0.178732
-0.436846,0.563483,0.0646429
-0.38738,0.518025,0.0761097
-0.20516,0.456378,0.153685
-0.314453,0.552155,0.298928
-0.360498,0.625045,0.294875
0.00370158,0.349506,-0.00526701
-0.561384,0.581842,0.210003
-0.549692,0.573589,0.151823
-0.523111,0.47685,0.147336
-0.571602,0.524691,0.166547
-0.257353,0.522069,-0.0163139
-0.426717,0.584181,0.0178782
-0.505554,0.782565,0.0290984
-0.496201,0.76351,0.112554
-0.712286,0.709577,0.218652
-0.700384,0.744942,0.133359
-0.637163,0.589754,0.135535
-0.707147,0.669077,0.130696
-0.403167,0.520313,0.0173635
-0.304032,0.549165,0.194373
-0.578376,0.702174,0.00952496
-0.316946,0.61589,0.0782924
-0.344928,0.360858,-0.0335817
-0.405943,0.431817,0.00613882
-0.368248,0.525642,-0.0920936
-0.226696,0.585372,-0.223671
-0.576144,0.652402,0.125119
-0.544596,0.596897,0.102818
-0.454309,0.633362,-0.0453395
-0.584292,0.567178,0.117535
-0.279722,0.433727,-0.0105858
-0.275524,0.499683,0.0934097
-0.265872,0.497342,-0.027161
-0.313866,0.515834,-0.0351851
-0.443114,0.620195,0.167195
-0.47399,0.583463,0.144452
-0.383404,0.60596,0.143847
-0.397831,0.644405,0.183798
-0.490314,0.661248,0.155467
-0.426364,0.665181,0.112391
-0.516166,0.717182,0.13027
-0.486418,0.715912,0.0507515
-0.582063,0.745332,-0.177796
-0.530543,0.783913,-0.0766332
-0.36856,0.707202,0.0616294
-0.521325,0.683192,0.110136
-0.39457,0.510198,-0.123715
-0.43299,0.586995,-0.122261
-0.356526,0.462625,-0.0796055
-0.39119,0.579247,-0.0830259
-0.394115,0.546953,-0.066951
-0.473891,0.608262,0.0408129
-0.45236,0.49545,-0.11405
-0.476323,0.636124,-0.115923
-0.479601,0.603393,0.19555
-0.433742,0.595014,0.0745186
-0.555577,0.532001,0.0561652
-0.563883,0.719445,0.111021
-0.561132,0.664838,0.0272938
-0.573846,0.738114,-0.0171914
-0.482104,0.716301,0.0678358
-0.55102,0.737816,0.0640492
-0.184624,0.244204,-0.148267
-0.184124,0.246653,-0.164405
-0.177579,0.25815,-0.144957
-0.179007,0.261889,-0.145387
-0.231537,0.233361,-0.128571
-0.201919,0.243728,-0.161068
-0.18174,0.276371,-0.1407
-0.195414,0.272525,-0.155143
-0.167007,0.223504,-0.147176
-0.182301,0.263612,-0.129784
-0.145927,0.259085,-0.154037
-0.15785,0.279416,-0.162824
-0.188594,0.29172,-0.159496
-0.172395,0.306235,-0.146526
-0.176529,0.29884,-0.16205
-0.183395,0.279933,-0.157308
-0.13795,0.279098,-0.148754
-0.163625,0.311426,-0.158385
-0.159403,0.303725,-0.133644
-0.166758,0.305071,-0.146669
-0.150793,0.263496,-0.106932
-0.172337,0.289405,-0.126587
-0.149068,0.285,-0.120171
-0.159935,0.322573,-0.139889
-0.156269,0.282541,-0.136558
-0.162369,0.298404,-0.150779
-0.204773,0.280075,-0.14728
-0.266755,0.298777,-0.138959
-0.166354,0.323227,-0.115361
-0.167093,0.363093,-0.105862
-0.133404,0.404214,-0.0930106
-0.226537,0.430584,-0.148011
-0.0403529,0.369733,-0.104506
-0.0397417,0.422112,-0.128179
-0.128492,0.314308,-0.13921
-0.0954957,0.314876,-0.181813
-0.141207,0.288321,-0.16036
-0.148732,0.32225,-0.162839
-0.133069,0.327216,-0.156321
-0.129292,0.346826,-0.145224
