index,cardinality,distortion
0,314,0.091316
1,404,0.100268
2,387,0.100941
3,298,0.121549
4,529,0.091036
5,488,0.080102
6,272,0.106767
7,207,0.128214
8,660,0.096483
9,681,0.115748
10,562,0.109591
11,589,0.101996
12,359,0.121700
13,301,0.176163
14,388,0.130790
15,220,0.136082
16,513,0.104862
17,630,0.102723
18,674,0.120851
19,616,0.126534
20,738,0.099084
21,900,0.111928
22,334,0.160041
23,411,0.133052
24,129,0.180357
25,82,0.186473
26,95,0.253594
27,67,0.269718
28,410,0.131517
29,384,0.114685
30,418,0.138133
31,457,0.134648
32,163,0.280798
33,153,0.396497
34,116,0.439658
35,143,0.288647
36,57,0.263888
37,40,0.221229
38,45,0.250617
39,71,0.259346
40,96,0.240226
41,72,0.258510
42,105,0.226070
43,89,0.188208
44,32,0.190354
45,75,0.179112
46,83,0.234029
47,108,0.275587
48,42,0.290627
49,105,0.218388
50,88,0.213960
51,56,0.237468
52,110,0.179313
53,81,0.146945
54,87,0.151775
55,86,0.262883
56,52,0.177330
57,73,0.195330
58,40,0.196135
59,40,0.163831
60,70,0.154686
61,55,0.219602
62,72,0.206482
63,74,0.250358
64,1511,0.057689
65,1820,0.057547
66,1426,0.064471
67,1038,0.086005
68,2985,0.052046
69,2250,0.062791
70,3490,0.051094
71,4118,0.049569
72,2282,0.054209
73,2299,0.058364
74,1035,0.073095
75,680,0.088698
76,1193,0.080987
77,1133,0.091705
78,507,0.125981
79,481,0.140959
80,420,0.093269
81,640,0.097356
82,492,0.109184
83,300,0.155320
84,605,0.110059
85,656,0.106944
86,521,0.117066
87,397,0.151145
88,85,0.222326
89,117,0.252597
90,113,0.273106
91,134,0.264339
92,238,0.229716
93,115,0.320803
94,385,0.155434
95,231,0.219160
96,3189,0.051015
97,3564,0.051479
98,3716,0.049214
99,2317,0.062212
100,3086,0.054844
101,3880,0.053162
102,1241,0.096802
103,808,0.123091
104,518,0.129856
105,268,0.167413
106,641,0.122508
107,560,0.159214
108,135,0.208432
109,606,0.159053
110,199,0.215991
111,438,0.133370
112,208,0.184594
113,149,0.215136
114,122,0.205823
115,152,0.178323
116,69,0.183941
117,122,0.181463
118,159,0.174390
119,53,0.249801
120,152,0.211299
121,125,0.250851
122,151,0.184544
123,120,0.229627
124,155,0.245973
125,116,0.254426
126,126,0.244913
127,96,0.233954
