index,cardinality,distortion
0,648,0.108900
1,636,0.124599
2,948,0.101301
3,494,0.137609
4,1129,0.112004
5,1056,0.124566
6,523,0.171258
7,477,0.160604
8,1596,0.105329
9,1312,0.138429
10,1395,0.114466
11,886,0.152024
12,223,0.267856
13,201,0.335851
14,814,0.137708
15,847,0.154664
16,385,0.368614
17,241,0.502700
18,102,0.374647
19,112,0.298440
20,161,0.303395
21,194,0.249080
22,104,0.219921
23,137,0.283641
24,106,0.315803
25,185,0.233306
26,121,0.191069
27,171,0.240664
28,130,0.226202
29,77,0.225811
30,138,0.265701
31,134,0.313356
32,3014,0.061543
33,2655,0.080293
34,6340,0.057233
35,6590,0.054529
36,2930,0.065925
37,1178,0.091791
38,2695,0.094322
39,1247,0.149057
40,1059,0.106742
41,925,0.136203
42,1296,0.114557
43,942,0.159678
44,205,0.339029
45,249,0.337972
46,360,0.309196
47,517,0.217338
48,7045,0.052584
49,7286,0.055288
50,7033,0.057197
51,2749,0.099791
52,735,0.163447
53,1243,0.165263
54,671,0.218422
55,596,0.205050
56,268,0.238616
57,248,0.230853
58,215,0.210110
59,226,0.240067
60,241,0.286805
61,230,0.295600
62,169,0.308630
63,194,0.277032
