# data/codebooks/_/eps_0.0005_M_0064.cbook:
# P=36  size=64  className='_'
k1,k2
-0.665347,0.0135962
-0.73534,0.22532
-0.420023,0.110785
-0.679388,0.137147
-0.462619,0.253639
-0.579905,0.374717
-0.602365,0.543639
-0.634614,0.544685
-0.348873,0.246518
-0.429735,0.355197
-0.526333,0.301325
-0.573852,0.441567
-0.466639,0.521051
-0.497724,0.489568
-0.564927,0.439393
-0.569252,0.522789
-0.687541,0.175613
-0.707199,0.343293
-0.574142,0.738633
-0.562749,0.651822
-0.528635,0.524457
-0.545284,0.618151
-0.588938,0.706666
-0.468821,0.54421
-0.528826,0.600402
-0.563982,0.743337
-0.561042,0.766978
-0.577627,0.702668
-0.537626,0.667319
-0.608565,0.739693
-0.605147,0.711477
-0.435063,0.538131
-0.1801,0.274993
-0.259178,0.280145
-0.141754,0.302626
-0.159439,0.31168
-0.215144,0.248711
-0.334195,0.219145
-0.272544,0.3066
-0.411835,0.408314
-0.50729,0.251858
-0.484272,0.440356
-0.507765,0.297033
-0.518151,0.485471
-0.492808,0.647067
-0.523606,0.570375
-0.442347,0.615354
-0.509127,0.646503
-0.181772,0.257167
-0.183231,0.289594
-0.117024,0.308554
-0.128987,0.384385
-0.340051,0.395078
-0.180814,0.449092
-0.00649818,0.334764
-0.154537,0.409743
-0.515184,0.630855
-0.478828,0.577032
-0.541798,0.635549
-0.546405,0.691977
-0.465926,0.58963
-0.446785,0.588988
-0.424655,0.557268
-0.446765,0.562612

