# data/codebooks/_/eps_0.0005_M_0128.cbook:
# P=36  size=128  className='_'
k1,k2
-0.689865,-0.0213851
-0.622008,0.0592348
-0.757426,0.141318
-0.708538,0.32544
-0.407832,0.116202
-0.339889,0.153516
-0.602515,0.0654508
-0.732732,0.205682
-0.414282,0.23334
-0.477607,0.335113
-0.567545,0.341945
-0.590344,0.307592
-0.568384,0.448387
-0.598404,0.607019
-0.599557,0.500744
-0.659836,0.569132
-0.308584,0.217137
-0.385148,0.267751
-0.439573,0.344852
-0.437977,0.358609
-0.420414,0.238525
-0.565462,0.352269
-0.526049,0.46425
-0.556738,0.459868
-0.449688,0.48845
-0.492068,0.562036
-0.551162,0.436287
-0.448288,0.561093
-0.544906,0.467931
-0.613549,0.40533
-0.568077,0.525707
-0.559096,0.510795
-0.778118,0.10416
-0.628824,0.28725
-0.794834,0.240391
-0.577003,0.450501
-0.491325,0.660852
-0.60407,0.793018
-0.577364,0.688319
-0.566494,0.641924
-0.553925,0.538414
-0.464352,0.497162
-0.571885,0.6459
-0.529359,0.609391
-0.570313,0.801737
-0.605634,0.588066
-0.382962,0.528908
-0.515734,0.566935
-0.42156,0.665928
-0.44976,0.531308
-0.59644,0.777486
-0.501317,0.662441
-0.52865,0.739705
-0.604911,0.806593
-0.597274,0.724017
-0.547475,0.636864
-0.553097,0.682063
-0.515246,0.652805
-0.604545,0.743161
-0.612971,0.741362
-0.635217,0.760849
-0.525167,0.62944
-0.430667,0.574093
-0.436042,0.523619
-0.18268,0.265699
-0.170096,0.313998
-0.231105,0.268597
-0.301562,0.279716
-0.134564,0.284808
-0.138487,0.349486
-0.160211,0.308396
-0.157133,0.294057
-0.195054,0.263448
-0.215557,0.259916
-0.260227,0.251433
-0.378488,0.217889
-0.251543,0.296575
-0.288428,0.30826
-0.395089,0.400188
-0.412654,0.380327
-0.513713,0.215277
-0.499507,0.231533
-0.463363,0.400397
-0.475133,0.493292
-0.537627,0.35831
-0.511714,0.303101
-0.473376,0.470735
-0.570878,0.517965
-0.436647,0.591806
-0.507506,0.625142
-0.562485,0.597452
-0.459323,0.541282
-0.377101,0.540145
-0.489694,0.690779
-0.425391,0.542425
-0.537484,0.699829
-0.186302,0.247878
-0.183763,0.26184
-0.171631,0.294585
-0.198201,0.30856
-0.115517,0.301034
-0.127503,0.315633
-0.0723642,0.381569
-0.158993,0.447127
-0.303442,0.382396
-0.368144,0.436469
-0.224073,0.40784
-0.144813,0.450353
-0.0581079,0.404275
-0.0181984,0.319873
-0.089919,0.410788
-0.219991,0.405488
-0.259608,0.448646
-0.560565,0.69666
-0.426045,0.608489
-0.51716,0.544481
-0.539903,0.622172
-0.565016,0.676395
-0.527443,0.682574
-0.590521,0.745
-0.421283,0.430668
-0.480062,0.650541
-0.338912,0.466938
-0.510988,0.669207
-0.116569,0.38249
-0.475031,0.600856
-0.35785,0.519609
-0.519697,0.592329

