index,cardinality,distortion
0,51,0.092201
1,70,0.097015
2,55,0.058950
3,53,0.094934
4,47,0.112774
5,38,0.111528
6,68,0.134247
7,27,0.115414
8,63,0.075861
9,114,0.086022
10,167,0.069848
11,74,0.092253
12,150,0.080937
13,141,0.085196
14,55,0.100024
15,127,0.089272
16,83,0.083307
17,109,0.079686
18,104,0.075159
19,65,0.088974
20,73,0.087036
21,94,0.087822
22,39,0.100636
23,20,0.141293
24,89,0.103534
25,86,0.100888
26,98,0.103377
27,52,0.129834
28,44,0.129342
29,50,0.132113
30,49,0.125491
31,32,0.162795
32,63,0.127316
33,83,0.114044
34,103,0.120475
35,78,0.122915
36,77,0.127147
37,49,0.156115
38,47,0.159572
39,38,0.166549
40,34,0.112873
41,61,0.122622
42,77,0.103775
43,87,0.111850
44,87,0.106366
45,132,0.106371
46,112,0.100683
47,52,0.131039
48,54,0.106504
49,116,0.083898
50,103,0.097325
51,87,0.100225
52,70,0.122181
53,80,0.124593
54,80,0.110481
55,67,0.119478
56,46,0.105475
57,55,0.116015
58,88,0.095693
59,72,0.100177
60,61,0.116218
61,83,0.118411
62,127,0.104928
63,74,0.107139
64,134,0.086693
65,155,0.101034
66,70,0.113697
67,63,0.097978
68,88,0.105572
69,77,0.104768
70,68,0.125555
71,132,0.073910
72,189,0.064608
73,254,0.066636
74,147,0.090165
75,161,0.081461
76,143,0.068735
77,151,0.072175
78,67,0.107033
79,140,0.088886
80,111,0.074840
81,117,0.081837
82,123,0.087289
83,144,0.079441
84,132,0.084411
85,132,0.081477
86,124,0.104765
87,140,0.095156
88,153,0.090856
89,151,0.084113
90,114,0.104340
91,109,0.107135
92,165,0.086105
93,151,0.094523
94,185,0.080076
95,134,0.089827
96,13,0.224026
97,126,0.107010
98,177,0.093924
99,80,0.116867
100,211,0.073140
101,170,0.084027
102,312,0.063277
103,146,0.089080
104,140,0.082016
105,180,0.069778
106,137,0.075356
107,161,0.075107
108,59,0.110908
109,66,0.103514
110,58,0.115047
111,49,0.135743
112,120,0.073654
113,130,0.070322
114,201,0.060335
115,175,0.066959
116,124,0.074160
117,184,0.070124
118,85,0.089180
119,119,0.079736
120,191,0.063608
121,110,0.080389
122,116,0.082020
123,161,0.069328
124,101,0.062785
125,91,0.081848
126,94,0.103942
127,55,0.110954
128,129,0.072871
129,98,0.087277
130,178,0.074973
131,155,0.080818
132,122,0.086055
133,133,0.091110
134,134,0.089114
135,125,0.091909
136,163,0.078757
137,155,0.095053
138,169,0.081799
139,163,0.086819
140,170,0.079183
141,167,0.082115
142,113,0.086344
143,56,0.123493
144,110,0.084241
145,129,0.093436
146,119,0.096937
147,105,0.099918
148,91,0.113477
149,97,0.121655
150,71,0.126420
151,66,0.147182
152,82,0.110636
153,124,0.104854
154,103,0.115374
155,64,0.146585
156,129,0.092437
157,78,0.117225
158,94,0.128491
159,79,0.130473
160,84,0.112801
161,95,0.102598
162,112,0.091241
163,97,0.115005
164,119,0.108067
165,84,0.121621
166,107,0.097277
167,63,0.112973
168,65,0.157517
169,69,0.132405
170,60,0.147925
171,42,0.163122
172,50,0.115843
173,58,0.134736
174,42,0.141684
175,67,0.137240
176,152,0.079915
177,114,0.094891
178,87,0.117969
179,103,0.109695
180,101,0.092728
181,87,0.111951
182,71,0.151422
183,67,0.157961
184,96,0.110138
185,80,0.115645
186,72,0.112609
187,62,0.142908
188,43,0.147177
189,43,0.131862
190,32,0.195164
191,16,0.175047
192,22,0.102457
193,28,0.131402
194,28,0.131727
195,24,0.142693
196,77,0.104057
197,38,0.085694
198,48,0.126985
199,59,0.125347
200,44,0.135308
201,41,0.128275
202,56,0.130883
203,30,0.184323
204,30,0.128245
205,29,0.133893
206,77,0.119456
207,39,0.137346
208,48,0.212157
209,37,0.219101
210,29,0.162343
211,23,0.200124
212,46,0.139815
213,20,0.168347
214,50,0.162700
215,32,0.169029
216,44,0.125924
217,41,0.122508
218,27,0.086690
219,27,0.110135
220,76,0.118101
221,62,0.121124
222,46,0.129205
223,34,0.138946
224,181,0.094789
225,120,0.101612
226,111,0.096773
227,100,0.102626
228,81,0.119466
229,40,0.100370
230,68,0.098082
231,50,0.098794
232,77,0.109214
233,72,0.110274
234,61,0.120726
235,28,0.125792
236,78,0.097365
237,62,0.103309
238,48,0.107108
239,45,0.132680
240,125,0.079405
241,164,0.085634
242,94,0.103364
243,48,0.123374
244,111,0.088804
245,105,0.098299
246,68,0.118749
247,33,0.116827
248,43,0.101843
249,95,0.095143
250,40,0.117299
251,50,0.122615
252,52,0.112926
253,58,0.103650
254,50,0.131049
255,47,0.114619
256,251,0.065094
257,256,0.070267
258,328,0.056365
259,215,0.068617
260,94,0.104406
261,104,0.095894
262,101,0.103211
263,182,0.079383
264,142,0.086612
265,81,0.124108
266,84,0.097556
267,119,0.081261
268,154,0.093044
269,66,0.151385
270,88,0.094918
271,60,0.098081
272,99,0.101567
273,84,0.100715
274,87,0.115332
275,27,0.194694
276,222,0.076715
277,157,0.087170
278,43,0.120296
279,58,0.122524
280,134,0.093168
281,181,0.084377
282,233,0.072776
283,133,0.085294
284,189,0.076304
285,150,0.093355
286,152,0.083370
287,102,0.103524
288,55,0.116422
289,86,0.099780
290,75,0.084816
291,57,0.116002
292,34,0.158558
293,40,0.139952
294,20,0.097615
295,36,0.216690
296,48,0.147268
297,101,0.107747
298,82,0.116942
299,124,0.097911
300,34,0.166687
301,42,0.113585
302,101,0.120610
303,50,0.117530
304,28,0.255667
305,70,0.124709
306,178,0.085536
307,65,0.122722
308,136,0.086235
309,153,0.084246
310,170,0.092027
311,119,0.100626
312,138,0.085515
313,117,0.088933
314,47,0.145995
315,76,0.106452
316,137,0.090933
317,92,0.106044
318,108,0.102994
319,65,0.140159
320,149,0.100839
321,113,0.101260
322,109,0.092727
323,111,0.100678
324,101,0.087810
325,126,0.093088
326,115,0.105492
327,65,0.146519
328,121,0.104605
329,190,0.079737
330,249,0.075063
331,147,0.088694
332,61,0.152986
333,46,0.149917
334,61,0.130432
335,68,0.122299
336,147,0.091693
337,129,0.095012
338,141,0.096425
339,94,0.119974
340,128,0.103623
341,112,0.101320
342,71,0.109657
343,97,0.115645
344,128,0.091722
345,123,0.094998
346,164,0.083670
347,126,0.093422
348,118,0.103607
349,98,0.110858
350,65,0.123072
351,68,0.140357
352,18,0.095829
353,23,0.129105
354,31,0.133840
355,32,0.135991
356,47,0.138331
357,33,0.143129
358,31,0.145156
359,19,0.164428
360,13,0.166028
361,17,0.165041
362,22,0.166966
363,21,0.179581
364,36,0.182359
365,21,0.138274
366,47,0.136328
367,18,0.201862
368,33,0.128112
369,48,0.185276
370,16,0.082767
371,41,0.168031
372,36,0.201413
373,33,0.172217
374,27,0.215799
375,25,0.232394
376,74,0.109138
377,71,0.104742
378,79,0.131055
379,72,0.126285
380,48,0.126839
381,71,0.155435
382,69,0.151094
383,41,0.189405
384,23,0.132700
385,21,0.151667
386,11,0.188008
387,15,0.179581
388,48,0.141794
389,37,0.148593
390,23,0.141278
391,13,0.155570
392,18,0.192550
393,24,0.135843
394,27,0.202124
395,47,0.191543
396,27,0.236687
397,25,0.241282
398,17,0.204211
399,10,0.249134
400,30,0.148860
401,37,0.171821
