# data/codebooks/_/eps_0.0005_M_0032.cbook:
# P=36  size=32  className='_'
k1,k2
-0.736797,0.083588
-0.631485,0.162582
-0.556683,0.34407
-0.735671,0.398771
-0.461368,0.268981
-0.499529,0.509877
-0.732402,0.164687
-0.607705,0.459412
-0.54193,0.605844
-0.578156,0.649888
-0.588152,0.614468
-0.496028,0.444461
-0.519339,0.642224
-0.576113,0.578152
-0.522389,0.468469
-0.494832,0.513766
-0.127001,0.189806
-0.240322,0.186268
-0.373107,0.12016
-0.362653,0.197286
-0.274322,0.155771
0.148929,0.205115
-0.168122,0.305744
-0.15922,0.308073
-0.105897,0.356724
0.0219879,0.466581
0.169082,0.232399
0.113233,0.399836
-0.406303,0.154316
-0.2373,0.275947
-0.311062,0.262294
-0.351042,0.274175

