# data/codebooks/_/eps_0.0005_M_0128.cbook:
# P=36  size=128  className='_'
k1,k2
-0.783648,0.0139855
-0.713938,0.159426
-0.719519,0.292709
-0.69491,0.338087
-0.415447,0.18223
-0.543135,0.298215
-0.427984,0.131403
-0.589945,0.162067
-0.498927,0.284472
-0.560341,0.531922
-0.567779,0.401617
-0.666003,0.384308
-0.777998,0.24082
-0.739521,0.46492
-0.699403,0.483271
-0.739242,0.469938
-0.368593,0.208636
-0.364897,0.284517
-0.482785,0.338179
-0.568365,0.361725
-0.289549,0.382653
-0.46254,0.375621
-0.49989,0.58624
-0.496832,0.627492
-0.75844,0.188936
-0.713851,0.324728
-0.706585,0.269943
-0.585191,0.368705
-0.57749,0.42438
-0.554452,0.512164
-0.536845,0.412471
-0.608638,0.444896
-0.452566,0.43788
-0.495512,0.535101
-0.542678,0.519397
-0.562571,0.727431
-0.553196,0.664311
-0.621259,0.703439
-0.424571,0.292413
-0.558391,0.633604
-0.62813,0.688669
-0.575033,0.6121
-0.585434,0.599557
-0.504448,0.518607
-0.585468,0.441745
-0.450613,0.393065
-0.428842,0.428106
-0.531443,0.536799
-0.446756,0.525343
-0.473163,0.585151
-0.53753,0.581148
-0.529513,0.665254
-0.496055,0.528726
-0.562006,0.483002
-0.613475,0.57282
-0.557036,0.630779
-0.546287,0.535667
-0.50433,0.486449
-0.564882,0.486953
-0.526106,0.44417
-0.510858,0.51764
-0.509819,0.554007
-0.424351,0.512895
-0.423889,0.507032
-0.183851,0.169951
-0.325897,0.133854
0.0239143,0.247307
-0.120603,0.272541
-0.160715,0.166582
-0.266436,0.123137
-0.237799,0.223919
-0.240019,0.342517
-0.686066,-0.00144119
-0.535112,0.0638829
-0.311847,0.134409
-0.256209,0.206468
-0.270366,0.258858
-0.297561,0.229033
-0.4846,0.148463
-0.575811,0.112503
-0.351112,0.102448
-0.287409,0.179531
-0.113271,0.15173
-0.247943,0.217338
0.152738,0.0166607
0.279094,0.102773
0.167361,0.218551
0.0381578,0.360249
-0.170736,0.28332
-0.147868,0.308492
-0.158298,0.323565
-0.155135,0.315779
-0.168833,0.266674
-0.176947,0.30583
-0.0921294,0.348759
-0.161842,0.473981
-0.0250873,0.353796
-0.105411,0.357772
-0.134202,0.353254
-0.0830002,0.381778
0.0457623,0.366353
0.06068,0.427245
0.0153455,0.467212
-0.041758,0.554896
0.0614642,0.39019
0.0312903,0.363007
0.0812631,0.233477
0.183352,0.212899
0.0144977,0.570644
-0.0372049,0.581843
0.166103,0.271215
0.15842,0.339193
-0.737878,-0.0154567
-0.640132,0.0506964
-0.239984,0.226434
-0.482882,0.173392
-0.141119,0.332074
-0.234656,0.300194
-0.212214,0.274711
-0.294271,0.244058
-0.261599,0.258307
-0.239811,0.266708
-0.339448,0.26528
-0.344724,0.271241
-0.293258,0.250986
-0.35143,0.277353
-0.400826,0.254352
-0.464847,0.286349

