# data/codebooks/_/eps_0.0005_M_0064.cbook:
# P=36  size=64  className='_'
k1,k2
-0.783775,0.0575491
-0.711763,0.300054
-0.495859,0.199319
-0.559642,0.150572
-0.52109,0.376085
-0.625967,0.423885
-0.735813,0.35069
-0.719294,0.433804
-0.385955,0.250702
-0.530925,0.321133
-0.364391,0.384042
-0.515528,0.624287
-0.734007,0.264449
-0.638925,0.27188
-0.571091,0.488389
-0.569986,0.446768
-0.477554,0.493753
-0.567938,0.665628
-0.575551,0.686313
-0.582031,0.597011
-0.604552,0.651918
-0.559147,0.557674
-0.518835,0.436556
-0.493495,0.508209
-0.466058,0.563456
-0.533672,0.613566
-0.544991,0.514987
-0.584417,0.600997
-0.517958,0.47796
-0.538138,0.476748
-0.508282,0.518907
-0.429307,0.525595
-0.210582,0.178929
-0.0779671,0.220984
-0.229055,0.142806
-0.227519,0.25557
-0.578711,0.0249384
-0.252574,0.183589
-0.283503,0.2366
-0.50614,0.13929
-0.337612,0.12125
-0.192538,0.210324
0.249076,0.0544706
0.163795,0.275002
-0.163786,0.301129
-0.146678,0.321215
-0.162552,0.286605
-0.140607,0.394116
-0.0792121,0.35447
-0.108699,0.365914
0.0595092,0.409124
-0.000413879,0.515979
0.0818327,0.338007
0.138348,0.230628
-0.00875896,0.571217
0.163727,0.314782
-0.695157,0.00511993
-0.369766,0.181995
-0.175279,0.31204
-0.262034,0.256928
-0.252674,0.263229
-0.344738,0.265475
-0.327192,0.268346
-0.416809,0.29053

