# data/codebooks/_/eps_0.0005_M_1024.cbook:
# P=36  size=1024  className='_'
k1,k2
-0.89892,0.0382269
-0.80792,-0.0560396
-0.769479,0.0129691
-0.826899,0.242265
-0.73111,-0.0545918
-0.601436,0.0383116
-0.516109,0.165212
-0.694027,-0.00170164
-0.55227,0.0635755
-0.636463,0.00520029
-0.662807,0.144428
-0.758322,0.304543
-0.695969,0.187856
-0.660343,0.223105
-0.790811,0.246374
-0.777128,0.3857
-0.69642,0.286321
-0.718948,0.309196
-0.644628,0.429118
-0.687327,0.442294
-0.771307,0.341244
-0.71202,0.479714
-0.636746,0.36659
-0.703853,0.445614
-0.662616,0.169233
-0.76128,0.174885
-0.68581,0.371034
-0.779534,0.281619
-0.635976,0.236214
-0.655481,0.303466
-0.623226,0.345002
-0.675647,0.353811
-0.273808,0.112294
-0.417103,0.0662727
-0.516131,0.125983
-0.560983,0.133922
-0.311017,0.222643
-0.39724,0.239449
-0.464195,0.206056
-0.515387,0.274396
-0.531654,0.20865
-0.560055,0.267337
-0.474105,0.317744
-0.521064,0.412103
-0.59019,0.281936
-0.660376,0.361287
-0.581971,0.326073
-0.618704,0.35251
-0.401162,0.116375
-0.458107,0.136802
-0.286633,0.203397
-0.329847,0.257734
-0.212979,0.262578
-0.247196,0.244369
-0.395343,0.122295
-0.526066,0.148362
-0.446829,0.169893
-0.464898,0.240083
-0.595628,0.145835
-0.655856,0.177498
-0.486859,0.115973
-0.587019,0.115114
-0.672243,0.186832
-0.72226,0.311583
-0.522056,0.179101
-0.503534,0.182578
-0.561902,0.297592
-0.558376,0.260511
-0.412386,0.310686
-0.530022,0.37097
-0.492655,0.244014
-0.546516,0.312513
-0.498692,0.357711
-0.509078,0.448574
-0.483644,0.397934
-0.552133,0.58463
-0.566479,0.542833
-0.604971,0.569483
-0.574912,0.454572
-0.597029,0.624002
-0.524187,0.362008
-0.604623,0.318731
-0.562551,0.42587
-0.627479,0.48958
-0.611514,0.375609
-0.478451,0.405133
-0.60704,0.485643
-0.63907,0.471897
-0.509001,0.32399
-0.548722,0.480585
-0.64961,0.295568
-0.587119,0.378176
-0.560222,0.292087
-0.681868,0.296981
-0.593321,0.494931
-0.612604,0.494766
-0.856651,0.197368
-0.788295,0.445119
-0.789813,0.0548052
-0.799661,0.270202
-0.802341,0.278178
-0.763442,0.358846
-0.77849,0.498207
-0.718839,0.533774
-0.654899,0.373278
-0.63386,0.394645
-0.624228,0.557559
-0.743014,0.48333
-0.691539,0.301024
-0.761701,0.544551
-0.763824,0.23775
-0.741142,0.523197
-0.603967,0.418783
-0.599956,0.521155
-0.644701,0.569141
-0.676337,0.597765
-0.735818,0.365787
-0.711341,0.486576
-0.813979,0.484981
-0.786536,0.311233
-0.524594,0.241708
-0.562977,0.342765
-0.683314,0.39574
-0.674924,0.397963
-0.776948,0.509777
-0.711753,0.620173
-0.684167,0.523181
-0.733911,0.564542
-0.211755,0.179141
-0.304081,0.153983
-0.422078,0.132532
-0.453042,0.194221
-0.316757,0.131393
-0.270119,0.280635
-0.349276,0.263427
-0.480027,0.148198
-0.326387,0.208626
-0.484434,0.293346
-0.301287,0.295015
-0.428476,0.278595
-0.279544,0.246958
-0.28076,0.274158
-0.399498,0.282001
-0.477737,0.368538
-0.422294,0.276
-0.342027,0.29394
-0.550378,0.35938
-0.522542,0.36637
-0.508908,0.372424
-0.471869,0.367901
-0.583781,0.502032
-0.505626,0.55006
-0.404068,0.31451
-0.451254,0.310326
-0.493854,0.30352
-0.51589,0.395432
-0.571697,0.388637
-0.590249,0.455532
-0.576594,0.356542
-0.599617,0.47762
-0.222179,0.350163
-0.283414,0.353501
-0.210769,0.410084
-0.21767,0.442969
-0.240394,0.323098
-0.264262,0.349759
-0.416706,0.519166
-0.494972,0.520216
-0.336593,0.365974
-0.480503,0.39094
-0.4521,0.504247
-0.509636,0.525437
-0.406993,0.383864
-0.503507,0.444851
-0.412997,0.390229
-0.485979,0.536273
-0.556852,0.579943
-0.513736,0.446311
-0.381777,0.498064
-0.389128,0.609228
-0.696465,0.675538
-0.492935,0.584047
-0.334726,0.491075
-0.543406,0.642951
-0.468539,0.593746
-0.460074,0.637524
-0.429019,0.593905
-0.396287,0.663848
-0.405144,0.55294
-0.442347,0.589618
-0.560516,0.630392
-0.530969,0.730936
-0.668893,0.180044
-0.74605,0.319024
-0.525308,0.330441
-0.704944,0.299231
-0.854234,0.122778
-0.727894,0.1979
-0.632627,0.241084
-0.533303,0.432354
-0.782057,0.231267
-0.807479,0.237921
-0.777769,0.366876
-0.727425,0.388794
-0.721064,0.364386
-0.647179,0.420947
-0.637063,0.272534
-0.674734,0.340173
-0.816236,0.163812
-0.703301,0.22721
-0.742641,0.130134
-0.755297,0.352703
-0.56019,0.244613
-0.741347,0.295587
-0.69404,0.145192
-0.533908,0.320385
-0.743092,0.212726
-0.874136,0.200756
-0.728469,0.373406
-0.805281,0.283964
-0.569932,0.281321
-0.608145,0.294246
-0.63838,0.382446
-0.464153,0.689063
-0.446372,0.319732
-0.53321,0.460199
-0.571391,0.455889
-0.560799,0.4583
-0.581318,0.4611
-0.624628,0.408398
-0.546643,0.521501
-0.613764,0.513276
-0.41206,0.33852
-0.489471,0.427593
-0.395847,0.389016
-0.504873,0.500604
-0.529511,0.389272
-0.563227,0.47746
-0.530178,0.512244
-0.579833,0.584228
-0.470426,0.443264
-0.449105,0.46029
