index,cardinality,distortion
0,220,0.123397
1,151,0.157729
2,418,0.098717
3,374,0.110975
4,380,0.103381
5,238,0.121709
6,281,0.143147
7,156,0.201367
8,352,0.148510
9,278,0.191773
10,245,0.149574
11,285,0.129997
12,397,0.118299
13,307,0.136880
14,291,0.130640
15,338,0.138422
16,410,0.126436
17,332,0.120360
18,710,0.089268
19,505,0.093492
20,591,0.095690
21,503,0.106185
22,447,0.108324
23,590,0.100872
24,305,0.133110
25,632,0.095175
26,433,0.097225
27,255,0.142918
28,554,0.080426
29,457,0.095244
30,472,0.086599
31,299,0.106297
32,472,0.094069
33,453,0.108977
34,577,0.109371
35,589,0.098764
36,501,0.109571
37,299,0.165259
38,368,0.142587
39,378,0.155622
40,470,0.120820
41,398,0.128511
42,251,0.184770
43,258,0.182649
44,468,0.122564
45,310,0.157865
46,303,0.148817
47,218,0.210931
48,95,0.170717
49,202,0.149990
50,132,0.191940
51,162,0.174820
52,83,0.253460
53,158,0.224287
54,132,0.177314
55,156,0.186704
56,406,0.123015
57,230,0.144660
58,303,0.141721
59,291,0.142924
60,463,0.110826
61,283,0.135660
62,182,0.152144
63,203,0.141375
64,905,0.077277
65,428,0.116189
66,381,0.122115
67,339,0.134626
68,225,0.148798
69,386,0.131310
70,650,0.104738
71,512,0.116167
72,217,0.161175
73,165,0.192068
74,351,0.135203
75,197,0.216689
76,461,0.110063
77,572,0.108443
78,559,0.118386
79,409,0.134409
80,558,0.115928
81,479,0.129683
82,692,0.103224
83,202,0.194070
84,518,0.116034
85,465,0.138218
86,580,0.113392
87,262,0.150326
88,110,0.210718
89,99,0.224586
90,67,0.260555
91,108,0.262818
92,170,0.253391
93,101,0.281771
94,309,0.152443
95,221,0.212551
96,72,0.252494
97,101,0.206730
98,109,0.238090
99,101,0.350486
100,128,0.254720
101,107,0.246308
102,80,0.250988
103,118,0.248083
104,149,0.205822
105,162,0.225339
106,176,0.200325
107,150,0.266597
108,52,0.355513
109,56,0.348023
110,149,0.264420
111,93,0.296563
112,460,0.114621
113,211,0.172989
114,474,0.126361
115,404,0.141893
116,629,0.109530
