# data/codebooks/_/eps_0.0005_M_0512.cbook:
# P=2  size=512  className='_'
k1,k2
-0.443132,0.364443
-0.442967,0.39403
-0.464044,0.349075
-0.479733,0.370556
-0.484477,0.404655
-0.502083,0.408256
-0.511859,0.431444
-0.529966,0.41846
-0.527713,0.284209
-0.544513,0.26207
-0.544635,0.313682
-0.563313,0.296951
-0.502289,0.370401
-0.519407,0.388245
-0.53957,0.388506
-0.550044,0.413787
-0.489891,0.441928
-0.503051,0.469905
-0.519561,0.490393
-0.540059,0.478791
-0.526213,0.458303
-0.54589,0.447531
-0.559118,0.475657
-0.574989,0.484702
-0.557558,0.510963
-0.578028,0.51666
-0.587176,0.551622
-0.601225,0.526557
-0.587362,0.455343
-0.596448,0.491218
-0.619125,0.484854
-0.625047,0.520244
-0.565748,0.343127
-0.564687,0.377433
-0.584793,0.382269
-0.606546,0.379057
-0.569637,0.410045
-0.567194,0.442906
-0.59095,0.416922
-0.604993,0.453182
-0.611678,0.415324
-0.631785,0.44086
-0.65548,0.40047
-0.66068,0.436275
-0.663401,0.35234
-0.699007,0.339146
-0.689477,0.42641
-0.714863,0.451981
-0.615978,0.182569
-0.655057,0.224284
-0.630089,0.261311
-0.665734,0.28838
-0.700533,0.254367
-0.742014,0.271333
-0.740377,0.21924
-0.782419,0.241501
-0.731542,0.35384
-0.761569,0.396969
-0.749511,0.478382
-0.788889,0.551649
-0.772262,0.327717
-0.798451,0.331697
-0.798367,0.411167
-0.842103,0.441611
-0.281346,0.105383
-0.317801,0.13852
-0.339981,0.167855
-0.372109,0.142264
-0.339936,0.206888
-0.363713,0.220738
-0.381021,0.189054
-0.388121,0.228255
-0.410303,0.172977
-0.442443,0.161834
-0.449354,0.198747
-0.474554,0.212917
-0.483127,0.168744
-0.50771,0.190218
-0.51112,0.135066
-0.537009,0.174803
-0.351227,0.0851164
-0.40143,0.0936555
-0.419992,0.129246
-0.465001,0.126405
-0.422133,0.0377584
-0.454035,0.0785237
-0.497305,0.0778303
-0.543286,0.0861391
-0.554078,0.13021
-0.597324,0.123898
-0.569843,0.17277
-0.586055,0.210873
-0.584091,0.0621873
-0.634512,0.0579023
-0.651374,0.116797
-0.692855,0.101956
-0.482844,0.0161508
-0.545391,-0.0379518
-0.543723,0.0231671
-0.603382,0.00389442
-0.612907,-0.0435284
-0.653719,-0.0183467
-0.646835,-0.116231
-0.680147,-0.0759547
-0.674322,0.036733
-0.71656,0.0253501
-0.750301,-0.00928645
-0.780117,-0.00254608
-0.726243,-0.0524911
-0.736949,-0.122045
-0.780469,-0.090929
-0.820896,-0.0404415
-0.669521,0.171045
-0.706307,0.182435
-0.72595,0.112677
-0.744393,0.156645
-0.754453,0.0703154
-0.784233,0.123513
-0.792448,0.0692583
-0.818981,0.0613793
-0.777983,0.181778
-0.813538,0.168209
-0.824174,0.246109
-0.861865,0.24109
-0.845881,0.123442
-0.874107,0.0554278
-0.888986,0.136369
-0.918656,0.143545
-0.366312,0.435023
-0.386213,0.421561
-0.397595,0.456598
-0.404961,0.493737
-0.379109,0.492183
-0.387005,0.536913
-0.416475,0.537331
-0.430692,0.560444
-0.368432,0.580345
-0.364713,0.635728
-0.395987,0.582922
-0.416565,0.59983
-0.423428,0.638622
-0.445287,0.645353
-0.43664,0.702371
-0.464447,0.703192
-0.426897,0.497128
-0.448289,0.505585
-0.452842,0.538966
-0.46376,0.56641
-0.468027,0.506029
-0.488306,0.492146
-0.477882,0.540077
-0.495042,0.535344
-0.445267,0.59006
-0.464418,0.607553
-0.483663,0.580789
-0.505762,0.581693
-0.46983,0.64624
-0.490297,0.624038
-0.488958,0.668232
-0.506286,0.685538
-0.394849,0.636942
-0.398081,0.685373
-0.393161,0.744018
-0.40042,0.82699
-0.427153,0.761241
-0.452968,0.791165
-0.430977,0.860151
-0.466653,0.88436
-0.491769,0.721233
-0.480518,0.756189
-0.51447,0.728903
-0.504341,0.771672
-0.496754,0.827467
-0.509378,0.866803
-0.52256,0.814109
-0.54718,0.828634
-0.510889,0.63075
-0.529657,0.632172
-0.545701,0.611933
-0.552883,0.649427
-0.528051,0.666498
-0.531224,0.702812
-0.550939,0.691517
-0.566969,0.70078
-0.53266,0.753699
-0.553508,0.768105
-0.566269,0.79161
-0.577932,0.824155
-0.533369,0.869685
-0.55645,0.89767
-0.579675,0.858614
-0.581857,0.911604
-0.514518,0.522326
-0.522463,0.550322
-0.529325,0.587897
-0.548813,0.576467
-0.536466,0.514445
-0.545637,0.543374
-0.566007,0.546128
-0.573714,0.579078
-0.564732,0.614884
-0.584793,0.618348
-0.572634,0.65976
-0.595197,0.650992
-0.595812,0.591082
-0.609443,0.610657
-0.613431,0.5597
-0.629584,0.58493
-0.64438,0.532826
-0.655719,0.562473
-0.645703,0.483131
-0.667146,0.498513
-0.683613,0.510407
-0.700022,0.54752
-0.696955,0.604433
-0.744121,0.612922
-0.673418,0.679554
-0.686911,0.703978
-0.693943,0.661005
-0.715213,0.668714
-0.711911,0.738336
-0.719801,0.824576
-0.734903,0.738164
-0.742668,0.782219
-0.552273,0.732116
-0.57559,0.735546
-0.579437,0.767614
-0.601075,0.759791
-0.587881,0.694583
-0.608214,0.680346
-0.596637,0.727597
-0.62141,0.720078
-0.623525,0.638455
-0.643125,0.628593
-0.665068,0.638668
-0.673597,0.593419
-0.637167,0.674957
-0.652217,0.704331
-0.645969,0.746391
-0.666685,0.752734
-0.600176,0.806142
-0.616353,0.819464
-0.623807,0.773434
-0.63612,0.805482
-0.655646,0.785581
-0.667522,0.81833
-0.690867,0.777763
-0.701567,0.825792
-0.615514,0.875093
-0.63681,0.844298
-0.652505,0.844325
-0.668043,0.872348
-0.641522,0.891612
-0.654841,0.895655
-0.650786,0.933537
-0.657296,0.946395
0.0806995,0.212982
0.112291,0.282041
0.0317027,0.267436
0.0412404,0.320988
0.0700407,0.374138
0.101282,0.419022
0.114085,0.499627
0.188017,0.46237
-0.0112619,0.317893
-0.000914634,0.37288
-0.0370019,0.376774
-0.0287443,0.426351
0.0203655,0.423237
0.0041392,0.466894
0.0418299,0.514095
0.0835399,0.58432
-0.0797605,0.39205
-0.0882004,0.427859
-0.122861,0.44779
-0.0949354,0.480892
-0.0579825,0.418647
-0.0638925,0.465886
-0.0268289,0.504673
-0.0617402,0.537507
-0.109085,0.529679
-0.130663,0.55943
-0.0733578,0.593154
-0.104564,0.621519
-0.0220697,0.621354
0.0223109,0.745188
-0.130006,0.717524
-0.0746814,0.790758
-0.0136152,0.187528
-0.00956795,0.253494
-0.0380867,0.272996
-0.0513776,0.303954
-0.0754838,0.311616
-0.0804922,0.339973
-0.0500964,0.339073
-0.0697671,0.363995
-0.0952778,0.318438
-0.113838,0.330912
-0.100529,0.344326
-0.0999498,0.374319
-0.117172,0.357643
-0.133468,0.361253
-0.129476,0.387435
-0.111798,0.408386
-0.14458,0.292494
-0.137783,0.305063
-0.165907,0.28456
-0.156111,0.297484
-0.150502,0.312079
-0.155056,0.329249
-0.163552,0.315549
-0.17101,0.331079
-0.144999,0.343396
-0.160284,0.347859
-0.177099,0.348672
-0.169875,0.369343
-0.149928,0.367375
-0.153465,0.39231
-0.178575,0.39557
-0.193597,0.417323
-0.0549685,0.22158
-0.0790066,0.243467
-0.102286,0.244692
-0.0985814,0.270063
-0.119091,0.252581
-0.132329,0.263467
-0.117487,0.273371
-0.129625,0.285575
-0.0739888,0.278622
-0.0924243,0.294338
-0.109745,0.291049
-0.111155,0.311175
-0.123452,0.300418
-0.126784,0.318938
-0.140381,0.323628
-0.129663,0.339224
-0.14094,0.245784
-0.148213,0.262266
-0.141043,0.276633
-0.154131,0.27977
-0.161586,0.265586
-0.1732,0.267892
-0.178993,0.280412
-0.179061,0.294647
-0.167974,0.301097
-0.176906,0.313706
-0.189067,0.304097
-0.199725,0.311607
-0.186934,0.326467
-0.193663,0.347813
-0.202475,0.330066
-0.212839,0.343228
-0.116682,0.173636
-0.143985,0.202656
-0.109363,0.215484
-0.12938,0.230814
-0.152294,0.225687
-0.170861,0.227412
-0.157996,0.24645
-0.172066,0.249716
-0.189384,0.21758
-0.186474,0.24213
-0.202868,0.238464
-0.212875,0.252755
-0.185029,0.261983
-0.198227,0.260389
-0.208984,0.27397
-0.222054,0.282135
-0.191744,0.279273
-0.200469,0.290719
-0.212239,0.298894
-0.217972,0.320047
-0.227959,0.302004
-0.234062,0.329223
-0.227835,0.359532
-0.23111,0.393531
-0.189861,0.371544
-0.209127,0.370994
-0.209994,0.404504
-0.235224,0.436009
-0.24665,0.355114
-0.267657,0.37276
-0.252705,0.394205
-0.268343,0.421322
-0.173082,0.159925
-0.172483,0.197408
-0.201911,0.187699
-0.226281,0.191846
-0.210763,0.216973
-0.224114,0.235342
-0.23652,0.213727
-0.241931,0.235889
-0.225863,0.260627
-0.242671,0.259135
-0.237149,0.281373
-0.243644,0.304649
-0.259737,0.243309
-0.263872,0.265277
-0.280111,0.246129
-0.301007,0.243163
-0.229518,0.150962
-0.254932,0.183763
-0.260883,0.214121
-0.285036,0.213753
-0.282093,0.169306
-0.30965,0.187465
-0.317576,0.222688
-0.339299,0.24428
-0.299677,0.270732
-0.322324,0.265441
-0.341975,0.284136
-0.361111,0.298824
-0.315271,0.340759
-0.338447,0.361109
-0.346757,0.330688
-0.370283,0.327107
-0.363155,0.26
-0.383129,0.27472
-0.404269,0.254531
-0.40839,0.285238
-0.418293,0.218587
-0.445582,0.240472
-0.428523,0.264483
-0.459535,0.282123
-0.435679,0.297416
-0.433387,0.335794
-0.452848,0.322174
-0.477263,0.31152
-0.491528,0.33625
-0.511441,0.342272
-0.528584,0.346654
-0.545188,0.355975
-0.469633,0.253044
-0.485811,0.272438
-0.500633,0.293519
-0.514836,0.315705
-0.496529,0.231105
-0.513383,0.253653
-0.531299,0.22065
-0.557328,0.22152
-0.575902,0.260588
-0.602406,0.245255
-0.603169,0.29132
-0.633851,0.309114
-0.584546,0.317567
-0.58989,0.34881
-0.618953,0.344331
-0.633172,0.382276
-0.141977,0.422462
-0.160509,0.462304
-0.132867,0.487939
-0.159575,0.51151
-0.166799,0.422228
-0.184548,0.449163
-0.193232,0.49676
-0.185622,0.549001
-0.158837,0.596034
-0.192066,0.606102
-0.224613,0.555422
-0.222716,0.612512
-0.266183,0.604624
-0.301201,0.6386
-0.234871,0.675679
-0.289444,0.702683
-0.211332,0.45235
-0.22877,0.492408
-0.261444,0.474848
-0.259324,0.523687
-0.290238,0.444103
-0.298025,0.483286
-0.289485,0.527561
-0.306705,0.576056
-0.325166,0.517108
-0.354236,0.521611
-0.337941,0.561868
-0.340648,0.599266
-0.335204,0.664869
-0.354249,0.703763
-0.281159,0.79098
-0.352337,0.842368
-0.253787,0.283644
-0.267044,0.306653
-0.252916,0.326688
-0.268375,0.338228
-0.277305,0.280478
-0.291224,0.294709
-0.312068,0.301252
-0.328793,0.31006
-0.291134,0.319162
-0.291725,0.346273
-0.293225,0.37867
-0.307831,0.416646
-0.318705,0.377762
-0.337276,0.411366
-0.328919,0.455661
-0.356789,0.470557
-0.365922,0.36129
-0.36077,0.391704
-0.393081,0.343392
-0.390623,0.380833
-0.390069,0.307141
-0.413617,0.319237
-0.414012,0.354328
-0.419401,0.383393
-0.407996,0.414974
-0.427045,0.413456
-0.423481,0.450781
-0.446186,0.431946
-0.447309,0.468454
-0.468024,0.463966
-0.462845,0.394844
-0.467068,0.428446

