codeword,minDistortion
10,0.006355
10,0.003071
11,0.003472
11,0.001266
11,0.000739
11,0.001575
11,0.000614
10,0.000696
10,0.005643
11,0.003964
10,0.002716
10,0.001497
10,0.005892
10,0.010732
10,0.010224
11,0.000216
11,0.000805
11,0.000746
10,0.002478
9,0.010803
11,0.007680
14,0.006002
14,0.002253
14,0.001356
14,0.023245
14,0.006382
14,0.002514
14,0.001848
14,0.013354
4,0.031892
14,0.024250
4,0.021718
4,0.014993
4,0.023078
4,0.023858
15,0.006739
15,0.016679
15,0.015608
12,0.017281
15,0.012924
4,0.018492
4,0.011872
14,0.013219
14,0.014715
11,0.010906
11,0.008039
11,0.003635
11,0.004252
11,0.000950
11,0.000018
11,0.001501
11,0.002088
11,0.000572
11,0.000124
11,0.000267
11,0.000831
10,0.002013
10,0.002237
10,0.001753
10,0.001787
11,0.001102
11,0.006574
11,0.002914
11,0.000243
11,0.000083
11,0.000223
11,0.000531
11,0.002593
11,0.003242
11,0.001338
11,0.001232
11,0.000816
11,0.001199
11,0.001466
11,0.003999
11,0.000497
11,0.000144
11,0.002425
9,0.002409
11,0.000896
11,0.002392
9,0.004181
9,0.004439
9,0.025479
9,0.058560
14,0.072113
9,0.053188
9,0.046652
9,0.046138
8,0.034410
9,0.036625
9,0.027311
9,0.020759
9,0.036661
9,0.064237
14,0.056139
9,0.022222
8,0.037094
9,0.051547
9,0.023827
9,0.022749
9,0.020643
9,0.021000
14,0.013009
14,0.009053
14,0.005397
14,0.004489
14,0.010176
14,0.015140
14,0.011410
14,0.006959
14,0.002920
14,0.009208
14,0.021446
14,0.026842
14,0.015243
14,0.027663
14,0.005037
14,0.002027
14,0.004460
14,0.002876
14,0.000483
14,0.003078
14,0.009721
9,0.003632
9,0.003856
9,0.001935
9,0.005669
10,0.001388
9,0.003343
10,0.002223
10,0.000232
10,0.001766
11,0.005171
10,0.000392
9,0.002463
9,0.005286
11,0.002185
11,0.000815
10,0.001177
11,0.002734
11,0.001155
11,0.002975
9,0.005763
8,0.074491
8,0.153503
8,0.181702
8,0.087301
8,0.071627
8,0.126925
8,0.117809
8,0.259695
8,0.422285
8,0.438057
8,0.373083
8,0.337426
8,0.195208
14,0.120609
14,0.026641
14,0.001488
14,0.020586
14,0.006431
4,0.018052
4,0.029064
14,0.004299
9,0.009545
9,0.011515
8,0.009187
8,0.047079
8,0.042224
8,0.023554
8,0.019373
8,0.042861
8,0.030567
8,0.022694
8,0.010417
8,0.001766
9,0.005223
9,0.002792
9,0.006333
11,0.001898
9,0.001565
14,0.015373
14,0.011819
14,0.006363
14,0.007261
14,0.007663
14,0.005800
14,0.006099
14,0.011849
14,0.014955
9,0.002817
9,0.008962
9,0.007180
9,0.000958
9,0.003174
9,0.005042
9,0.006713
9,0.001604
9,0.000505
9,0.003503
9,0.011149
9,0.006331
9,0.011285
9,0.002080
9,0.004413
11,0.017312
11,0.004212
12,0.002999
12,0.005472
12,0.005041
15,0.010653
12,0.006617
12,0.008655
12,0.013674
14,0.005920
14,0.021993
14,0.046747
14,0.004692
4,0.011942
4,0.003510
4,0.000885
4,0.007452
4,0.020701
5,0.022443
4,0.014056
4,0.011932
4,0.006020
4,0.009245
4,0.009662
4,0.022667
4,0.027396
5,0.013447
5,0.019502
5,0.020139
6,0.014108
0,0.016739
15,0.013136
15,0.001838
15,0.005812
0,0.009555
15,0.015718
0,0.015092
0,0.016334
6,0.011553
6,0.007455
0,0.022254
6,0.023092
6,0.026137
4,0.024149
6,0.019574
6,0.025281
4,0.015955
4,0.009901
4,0.014844
15,0.019315
4,0.014709
0,0.015326
0,0.013245
4,0.015478
0,0.014760
0,0.012786
4,0.010732
4,0.004042
4,0.003583
4,0.008216
4,0.008631
4,0.003676
4,0.007149
4,0.003993
4,0.004235
4,0.006439
6,0.012639
0,0.002961
15,0.010115
15,0.014186
4,0.008902
4,0.009191
14,0.029979
14,0.028091
14,0.027761
4,0.022624
4,0.013991
14,0.024433
14,0.013327
14,0.010786
14,0.002698
14,0.007052
14,0.011907
14,0.029308
14,0.027115
14,0.042736
14,0.041805
14,0.033563
14,0.022761
14,0.013352
14,0.017993
14,0.020507
14,0.025792
14,0.008419
14,0.007615
9,0.003586
11,0.009212
12,0.014322
12,0.015819
12,0.009286
11,0.005693
11,0.008687
11,0.011894
9,0.006462
9,0.000365
9,0.001208
9,0.002580
11,0.003506
11,0.001369
11,0.002282
11,0.001509
11,0.000103
11,0.000064
11,0.001469
11,0.001610
11,0.000759
11,0.001206
11,0.000141
9,0.002745
11,0.003845
11,0.004209
11,0.003968
11,0.000769
11,0.004978
12,0.005212
12,0.002536
11,0.001729
10,0.001629
11,0.001470
11,0.000912
11,0.000846
10,0.001022
10,0.004036
11,0.000046
11,0.000697
9,0.002147
9,0.005290
9,0.009085
14,0.014211
14,0.012719
9,0.009606
11,0.004983
11,0.001285
12,0.007077
11,0.001139
11,0.001467
9,0.000152
9,0.000411
9,0.001234
14,0.011651
11,0.002643
11,0.000281
9,0.014721
9,0.011318
14,0.013307
14,0.008479
14,0.009477
11,0.004412
11,0.000192
10,0.004816
11,0.006211
12,0.002247
11,0.002516
10,0.002419
11,0.001685
11,0.004091
12,0.002151
10,0.003321
9,0.000492
9,0.002383
9,0.001117
10,0.000816
9,0.004915
10,0.000109
10,0.002360
9,0.001335
9,0.002189
10,0.001583
10,0.001361
9,0.002495
11,0.001501
11,0.001901
11,0.001216
11,0.004425
11,0.001535
10,0.000211
10,0.000347
11,0.000946
11,0.000026
10,0.001522
10,0.001858
11,0.002620
10,0.000701
11,0.001838
11,0.001460
11,0.002096
11,0.003396
11,0.003316
10,0.005141
11,0.002093
11,0.000123
11,0.001067
11,0.001958
11,0.001329
12,0.005910
11,0.002916
11,0.006872
11,0.002314
11,0.012310
11,0.011588
11,0.003773
11,0.003456
11,0.001885
11,0.002413
11,0.004479
12,0.007230
12,0.008400
12,0.004562
12,0.001369
12,0.002806
12,0.006419
12,0.006477
11,0.003759
11,0.005191
11,0.013996
11,0.002911
12,0.002480
12,0.007844
12,0.007540
12,0.000077
11,0.007018
11,0.008988
11,0.002183
11,0.001770
12,0.004147
12,0.005631
11,0.002989
12,0.012270
12,0.017910
15,0.017418
14,0.025270
15,0.016865
15,0.003992
15,0.005539
15,0.007724
15,0.009745
15,0.001206
13,0.002980
13,0.007483
12,0.014805
12,0.003933
13,0.003839
13,0.007030
0,0.003573
13,0.002296
2,0.007902
2,0.004291
2,0.002941
2,0.008552
2,0.019175
2,0.011147
2,0.018400
2,0.017306
2,0.010374
2,0.001939
13,0.012755
12,0.024457
12,0.016179
12,0.013213
12,0.014933
2,0.022130
13,0.016622
13,0.021068
12,0.020042
12,0.018220
12,0.018225
12,0.002344
12,0.007002
12,0.010688
12,0.006701
12,0.003500
12,0.015861
12,0.013384
12,0.005542
12,0.003187
12,0.005873
12,0.005978
11,0.002248
11,0.005540
11,0.003848
11,0.002378
11,0.005109
11,0.002585
11,0.004498
11,0.002475
12,0.002296
11,0.000109
11,0.004897
11,0.009411
11,0.016478
10,0.002551
10,0.000817
10,0.002219
11,0.006366
11,0.005718
11,0.002979
11,0.000620
10,0.000515
10,0.002348
11,0.003550
11,0.013199
11,0.010737
11,0.006310
11,0.003222
11,0.004844
11,0.003743
11,0.007228
10,0.001718
10,0.000047
10,0.000587
9,0.000019
11,0.000205
11,0.005439
11,0.000149
11,0.004007
11,0.001457
11,0.000426
12,0.004180
11,0.008237
11,0.002881
11,0.000629
11,0.000982
11,0.002985
11,0.002163
11,0.002606
11,0.000833
11,0.002602
12,0.004104
11,0.000515
11,0.002074
11,0.001895
11,0.001761
10,0.000944
11,0.002649
11,0.003904
11,0.001665
11,0.001223
11,0.003622
11,0.005774
10,0.001188
11,0.002386
11,0.003233
11,0.001241
11,0.000396
11,0.001529
11,0.002180
12,0.005731
11,0.000954
10,0.000793
11,0.002293
11,0.002133
11,0.001905
11,0.002383
10,0.008268
10,0.011544
11,0.017632
11,0.003938
11,0.008493
11,0.007681
11,0.001574
11,0.003557
11,0.008457
11,0.003367
11,0.003442
11,0.002859
11,0.005351
11,0.000810
11,0.002687
11,0.002689
11,0.002412
11,0.002412
11,0.004926
11,0.000156
11,0.002312
11,0.001162
10,0.002565
10,0.002041
10,0.002596
10,0.002322
10,0.000119
11,0.000975
11,0.001518
11,0.000114
11,0.000815
11,0.001657
11,0.000285
11,0.000324
11,0.002750
11,0.002043
11,0.000042
11,0.006525
11,0.003221
11,0.002054
11,0.003794
11,0.002061
12,0.004812
11,0.003516
11,0.004363
11,0.007550
11,0.007482
12,0.000455
12,0.001414
12,0.009891
12,0.009852
12,0.012833
12,0.000176
12,0.005742
13,0.013778
2,0.004660
2,0.005036
2,0.001518
2,0.007528
2,0.011186
2,0.006333
2,0.009617
2,0.015089
2,0.019546
3,0.027100
2,0.024965
3,0.012413
3,0.030714
3,0.031015
3,0.029838
3,0.036559
1,0.027351
1,0.020055
1,0.016326
1,0.022325
1,0.054015
1,0.072351
3,0.074169
3,0.032241
3,0.003566
3,0.007266
3,0.029338
3,0.008931
3,0.015459
3,0.031005
3,0.013959
3,0.013179
13,0.007925
2,0.027152
2,0.005150
15,0.014167
15,0.009126
12,0.011657
2,0.017565
2,0.020721
12,0.017458
13,0.023585
2,0.024867
12,0.013757
12,0.010804
12,0.004760
12,0.008188
12,0.006285
11,0.002649
12,0.003463
12,0.000018
12,0.002901
12,0.010247
12,0.025274
12,0.005974
12,0.012302
11,0.003558
11,0.008054
12,0.009421
12,0.004074
12,0.000504
11,0.003309
12,0.006907
12,0.004845
11,0.000508
11,0.006437
10,0.002133
11,0.002333
10,0.001822
10,0.001883
10,0.001625
10,0.000669
10,0.000192
11,0.000845
11,0.002475
11,0.000347
11,0.000345
10,0.002025
11,0.000272
10,0.002189
10,0.000761
11,0.000209
11,0.003365
11,0.000956
11,0.001612
11,0.000560
11,0.001443
11,0.005114
11,0.000166
11,0.000152
11,0.001098
10,0.000170
10,0.003902
11,0.001816
10,0.003509
11,0.001072
11,0.004319
12,0.006812
11,0.000365
11,0.000370
10,0.003942
11,0.000534
10,0.001721
11,0.000182
11,0.003922
11,0.000703
11,0.001450
11,0.001033
11,0.000086
11,0.002056
10,0.007547
11,0.006695
11,0.011517
11,0.000792
11,0.002351
11,0.007991
11,0.008636
11,0.008688
11,0.003772
11,0.002226
11,0.000549
11,0.003428
11,0.001072
11,0.001104
11,0.000195
10,0.001346
11,0.000347
11,0.002486
10,0.011884
11,0.007121
11,0.001557
10,0.004123
10,0.001565
11,0.000038
11,0.000145
11,0.001902
10,0.001174
11,0.000036
11,0.003321
11,0.000227
11,0.003760
11,0.001401
11,0.001712
10,0.001350
10,0.002767
11,0.002956
11,0.001262
11,0.003509
11,0.000827
11,0.002965
11,0.003243
11,0.002490
11,0.011403
10,0.002242
12,0.002932
11,0.000894
11,0.013631
12,0.002703
11,0.002763
11,0.001089
12,0.004164
12,0.000311
12,0.001275
12,0.001336
12,0.000455
12,0.000117
12,0.001927
12,0.022839
2,0.023104
3,0.006956
