index,cardinality,distortion
0,288,0.000492
1,313,0.000418
2,273,0.000380
3,259,0.000426
4,284,0.000500
5,255,0.000472
6,289,0.000400
7,344,0.000441
8,233,0.000550
9,256,0.000525
10,259,0.000407
11,257,0.000498
12,215,0.000491
13,180,0.000679
14,174,0.000554
15,157,0.000711
16,288,0.000473
17,249,0.000592
18,267,0.000552
19,210,0.000543
20,158,0.000753
21,118,0.000822
22,93,0.001427
23,59,0.001956
24,85,0.001189
25,88,0.001004
26,55,0.001253
27,73,0.001431
28,50,0.001846
29,34,0.004811
30,58,0.002182
31,13,0.004104
32,138,0.001190
33,186,0.000789
34,223,0.000437
35,225,0.000468
36,218,0.000675
37,264,0.000552
38,192,0.000636
39,176,0.000640
40,134,0.001248
41,160,0.000754
42,122,0.001311
43,142,0.000952
44,137,0.000897
45,156,0.000964
46,101,0.001285
47,100,0.001202
48,85,0.001638
49,97,0.001202
50,93,0.001292
51,68,0.001833
52,127,0.001601
53,91,0.001316
54,75,0.001708
55,62,0.002160
56,94,0.001262
57,113,0.001294
58,79,0.001012
59,78,0.001656
60,84,0.001679
61,53,0.003805
62,41,0.002853
63,30,0.002971
64,215,0.000692
65,177,0.000698
66,164,0.001121
67,164,0.000811
68,111,0.001255
69,121,0.000937
70,96,0.001100
71,80,0.001771
72,179,0.000634
73,182,0.000647
74,176,0.000507
75,184,0.000596
76,152,0.000857
77,182,0.000889
78,138,0.001009
79,104,0.000986
80,89,0.001701
81,60,0.005171
82,62,0.002561
83,21,0.007755
84,89,0.001650
85,61,0.001796
86,34,0.004916
87,43,0.002212
88,127,0.000885
89,106,0.000824
90,88,0.001147
91,102,0.001010
92,70,0.001582
93,50,0.002646
94,22,0.006375
95,25,0.004913
96,168,0.000622
97,169,0.000687
98,214,0.000557
99,180,0.000625
100,101,0.000687
101,91,0.000922
102,140,0.000869
103,112,0.000757
104,111,0.000959
105,117,0.001002
106,62,0.001761
107,38,0.003945
108,49,0.001299
109,33,0.001776
110,15,0.004510
111,25,0.003812
112,83,0.001348
113,81,0.001553
114,73,0.001087
115,63,0.001274
116,89,0.001256
117,68,0.001345
118,66,0.001325
119,49,0.001658
120,64,0.001765
121,65,0.001697
122,39,0.002050
123,15,0.002962
124,43,0.003886
125,50,0.003123
126,39,0.002101
127,23,0.002180
128,92,0.003368
129,140,0.001219
130,55,0.002578
131,26,0.005748
132,169,0.000959
133,208,0.000727
134,86,0.001533
135,40,0.004942
136,346,0.000547
137,185,0.000941
138,166,0.000897
139,71,0.002301
140,105,0.001339
141,37,0.003480
142,8,0.008609
143,16,0.012205
144,123,0.001766
145,281,0.000705
146,640,0.000309
147,371,0.000526
148,967,0.000169
149,538,0.000305
150,883,0.000211
151,373,0.000405
152,1527,0.000094
153,1586,0.000090
154,1501,0.000102
155,1148,0.000113
156,1118,0.000151
157,752,0.000196
158,592,0.000309
159,355,0.000415
160,251,0.000725
161,782,0.000203
162,909,0.000118
163,1181,0.000114
164,516,0.000301
165,984,0.000161
166,1144,0.000107
167,1273,0.000125
168,1035,0.000125
169,1405,0.000098
170,1437,0.000103
171,1478,0.000094
172,1412,0.000093
173,1334,0.000123
174,878,0.000149
175,729,0.000179
176,185,0.000670
177,587,0.000256
178,702,0.000214
179,1067,0.000123
180,855,0.000201
181,1117,0.000142
182,1350,0.000121
183,1006,0.000127
184,1229,0.000112
185,954,0.000147
186,661,0.000216
187,415,0.000369
188,505,0.000280
189,296,0.000585
190,271,0.000411
191,177,0.000596
192,303,0.000538
193,431,0.000368
194,732,0.000176
195,634,0.000238
196,870,0.000172
197,822,0.000176
198,766,0.000240
199,455,0.000287
200,265,0.000619
201,416,0.000283
202,313,0.000509
203,355,0.000375
204,338,0.000281
205,313,0.000342
206,281,0.000453
207,327,0.000470
208,321,0.000417
209,329,0.000456
210,244,0.000490
211,283,0.000465
212,302,0.000415
213,345,0.000441
214,329,0.000414
215,324,0.000468
216,306,0.000424
217,310,0.000419
218,318,0.000565
219,249,0.000603
220,224,0.000688
221,155,0.000706
222,227,0.000501
223,160,0.000848
224,290,0.000567
225,136,0.000867
226,219,0.000621
227,123,0.000973
228,88,0.001897
229,87,0.002492
230,71,0.002231
231,37,0.005830
232,176,0.000856
233,124,0.001150
234,159,0.000872
235,99,0.001026
236,114,0.000781
237,108,0.001040
238,67,0.003104
239,8,0.012970
240,511,0.000226
241,441,0.000280
242,488,0.000311
243,331,0.000348
244,353,0.000404
245,214,0.000599
246,197,0.000573
247,123,0.000828
248,246,0.000489
249,243,0.000419
250,300,0.000417
251,233,0.000378
252,230,0.000501
253,232,0.000528
254,187,0.000415
255,235,0.000469
