# data/codebooks/_/eps_0.0005_M_0128.cbook:
# P=2  size=128  className='_'
k1,k2
-0.466262,0.386602
-0.502228,0.420728
-0.54748,0.314409
-0.541965,0.398185
-0.523797,0.479851
-0.559206,0.463686
-0.583626,0.526931
-0.615974,0.499218
-0.583325,0.358177
-0.595009,0.430297
-0.641887,0.427609
-0.688966,0.381506
-0.657166,0.22896
-0.738936,0.269826
-0.754444,0.449196
-0.795015,0.353319
-0.33288,0.134656
-0.38189,0.205681
-0.446169,0.196549
-0.501611,0.172729
-0.417437,0.110343
-0.486992,0.0604184
-0.568226,0.143741
-0.654067,0.0900981
-0.574866,0.00443895
-0.659708,-0.0583295
-0.730516,0.02873
-0.773496,-0.0668262
-0.72576,0.153034
-0.793628,0.0894531
-0.80871,0.207055
-0.88636,0.116796
-0.37837,0.464218
-0.410854,0.520044
-0.392019,0.609894
-0.436766,0.668126
-0.446772,0.547206
-0.484608,0.512863
-0.470376,0.59773
-0.490611,0.656247
-0.395367,0.741475
-0.444891,0.813562
-0.495017,0.737644
-0.516375,0.841519
-0.535569,0.624034
-0.545765,0.707916
-0.557935,0.79751
-0.576049,0.888256
-0.512366,0.564465
-0.553044,0.544622
-0.578511,0.631273
-0.612725,0.588799
-0.655398,0.522451
-0.698315,0.566217
-0.687582,0.674299
-0.730657,0.747279
-0.581679,0.740725
-0.610653,0.701414
-0.649704,0.632269
-0.648264,0.727202
-0.617582,0.807434
-0.668723,0.795301
-0.646047,0.861095
-0.654633,0.924805
0.060498,0.274662
0.1201,0.431562
-0.0200514,0.384555
0.0200784,0.498515
-0.0902969,0.395507
-0.0651172,0.470338
-0.115889,0.558362
-0.0658937,0.744917
-0.0300295,0.271922
-0.0678429,0.334837
-0.108435,0.335966
-0.131892,0.368151
-0.152357,0.293558
-0.160731,0.321233
-0.159721,0.351888
-0.170509,0.397936
-0.0959048,0.247611
-0.124884,0.278308
-0.0969952,0.295985
-0.132694,0.318017
-0.148435,0.261559
-0.17555,0.273527
-0.182196,0.304649
-0.19143,0.342288
-0.135042,0.221612
-0.169988,0.235746
-0.199054,0.242538
-0.205058,0.273987
-0.210613,0.306569
-0.23162,0.334305
-0.213198,0.389702
-0.257931,0.395826
-0.196405,0.19153
-0.232472,0.2322
-0.237684,0.278774
-0.274319,0.254842
-0.26533,0.192664
-0.320675,0.210574
-0.329799,0.266038
-0.349169,0.329994
-0.38246,0.279841
-0.434638,0.267596
-0.462704,0.326566
-0.508135,0.343305
-0.490832,0.268449
-0.538545,0.238881
-0.592001,0.257988
-0.630753,0.335842
-0.134653,0.449206
-0.192217,0.464982
-0.18589,0.574257
-0.257494,0.63768
-0.246972,0.493828
-0.299352,0.48069
-0.338034,0.558615
-0.326897,0.690168
-0.264681,0.319502
-0.301627,0.308276
-0.304738,0.37309
-0.338882,0.414478
-0.383414,0.379488
-0.416641,0.338068
-0.424292,0.419123
-0.457634,0.46214

