# data/codebooks/_/eps_0.0005_M_0032.cbook:
# P=2  size=32  className='_'
k1,k2
-0.514496,0.393496
-0.567931,0.491941
-0.611147,0.369611
-0.734901,0.304861
-0.437354,0.139529
-0.588085,0.0877412
-0.722494,0.000672051
-0.824706,0.128227
-0.405484,0.591867
-0.48388,0.539988
-0.465735,0.73885
-0.556148,0.813854
-0.555776,0.631135
-0.657677,0.569262
-0.620498,0.737157
-0.658717,0.857229
0.00378352,0.336425
-0.0886198,0.489622
-0.109076,0.330579
-0.165972,0.365178
-0.126873,0.261061
-0.165037,0.300149
-0.193631,0.243026
-0.224706,0.311706
-0.270509,0.233971
-0.360127,0.265009
-0.457275,0.29756
-0.544891,0.255913
-0.210471,0.483512
-0.316513,0.582294
-0.306272,0.371659
-0.413104,0.414779

