codeword,minDistortion
1428,0.000009
1421,0.000041
1401,0.000021
1475,0.000023
1577,0.000006
1922,0.000026
1488,0.000031
1363,0.000015
1429,0.000033
1586,0.000009
1437,0.000010
1305,0.000035
1293,0.000081
1541,0.000031
1541,0.000012
1454,0.000010
1489,0.000018
1479,0.000022
1456,0.000011
1502,0.000052
1521,0.000027
1873,0.000296
1876,0.000139
1864,0.000032
1821,0.000144
1834,0.000541
1863,0.000029
1869,0.000304
1885,0.000275
1901,0.000320
1897,0.000165
544,0.000227
546,0.000099
1902,0.000049
1895,0.000009
514,0.000025
1969,0.000162
1972,0.000077
1969,0.000044
1973,0.000036
531,0.000012
533,0.000031
1875,0.000210
1962,0.000001
1933,0.000076
1931,0.000027
1585,0.000024
1551,0.000065
1489,0.000003
1467,0.000036
1581,0.000019
1390,0.000013
1471,0.000011
1467,0.000001
1469,0.000019
1463,0.000013
1364,0.000018
1438,0.000006
1373,0.000005
1436,0.000001
1573,0.000009
1941,0.000059
1588,0.000048
1570,0.000014
1469,0.000032
1480,0.000016
1569,0.000017
1564,0.000026
1585,0.000022
1558,0.000020
1451,0.000001
1574,0.000034
1579,0.000015
1490,0.000037
1924,0.000018
1577,0.000011
1465,0.000021
1391,0.000005
1397,0.000012
1481,0.000005
1582,0.000029
1403,0.000043
1809,0.000062
1099,0.000150
1122,0.000260
1123,0.000293
1121,0.000070
1125,0.000005
1125,0.000033
1103,0.000100
1803,0.000012
1806,0.000248
1799,0.000052
1120,0.000011
1122,0.000115
1126,0.000069
1099,0.000146
1117,0.000193
1124,0.000012
1099,0.000020
1804,0.000104
1099,0.000358
1804,0.000039
1815,0.000056
1858,0.000031
1517,0.000083
1534,0.000038
1533,0.000150
1963,0.000082
1279,0.000080
1857,0.000019
1863,0.000067
1819,0.000003
1821,0.000182
1823,0.000204
1835,0.000267
1821,0.000178
1862,0.000297
1861,0.000020
1862,0.000006
1860,0.000068
1865,0.000067
1860,0.000157
1516,0.000089
1808,0.000093
1208,0.000076
1205,0.000038
1199,0.000028
1323,0.000021
1392,0.000003
1456,0.000009
1352,0.000013
1436,0.000019
1560,0.000034
1359,0.000001
1210,0.000008
1406,0.000040
1582,0.000031
1461,0.000014
1433,0.000009
1371,0.000002
1489,0.000002
1404,0.000034
1215,0.000181
1130,0.000585
1138,0.000342
1139,0.001322
1129,0.000746
1119,0.000244
1137,0.000357
1137,0.000358
1140,-0.000000
1143,0.000051
1143,0.000050
1142,0.000000
1141,0.000000
1139,0.001301
1132,0.000094
1822,0.000034
1863,0.000086
1892,0.000114
1878,0.000035
532,0.000013
1893,0.000251
1876,0.000064
1795,0.000097
1096,0.000029
1214,0.000113
1118,0.000220
1114,0.000213
1113,0.000232
1110,0.000070
1114,0.000194
1113,0.000120
1102,0.000011
1093,0.000076
1088,0.000074
1208,0.000067
1810,0.000019
1512,0.000046
1582,0.000012
1504,0.000036
1962,0.000029
1503,0.000048
1517,0.000028
1516,0.000049
1516,0.000139
1857,0.000180
1857,0.000062
1502,0.000051
1528,0.000040
1399,0.000026
1812,0.000006
1512,0.000131
1263,0.000034
1508,0.000078
1275,0.000038
1277,0.000108
1505,0.000033
1262,0.000057
1275,0.000031
1096,0.000059
1811,0.000042
1279,0.000050
1273,0.000020
1275,0.000099
1525,0.000086
1924,0.000031
1944,0.000034
1669,0.000011
1669,0.000054
1653,0.000039
1651,0.000026
1955,0.000065
1652,0.000108
1531,0.000092
1806,0.000169
1125,0.000048
1877,0.000236
578,0.000186
588,0.000123
609,0.000054
613,0.000078
619,0.000121
706,0.000017
618,0.000084
616,0.000120
590,0.000013
587,0.000074
616,0.000163
619,0.000028
631,0.000050
720,0.000043
731,0.000040
729,0.000047
709,0.000157
594,0.000001
2034,0.000068
2021,0.000012
2028,0.000034
596,0.000066
2034,0.000047
605,0.000086
604,0.000074
776,0.000015
778,0.000045
607,0.000172
622,0.000011
704,0.000142
621,0.000086
623,0.000036
622,0.000194
603,0.000054
586,0.000064
577,0.000137
1981,0.000165
580,0.000014
604,0.000153
595,0.000008
594,0.000096
593,0.000056
2036,0.000082
578,0.000034
537,0.000021
540,0.000032
578,0.000151
579,0.000061
541,0.000101
535,0.000056
541,0.000164
585,0.000130
585,0.000078
771,0.000085
72,0.000060
2031,0.000070
576,0.000140
535,0.000144
535,0.000154
1893,0.000034
1898,0.000002
1893,0.000018
544,0.000412
533,0.000170
1898,0.000174
1890,0.000258
1883,0.000123
1870,0.000350
1840,0.000096
1835,0.000064
1837,0.000050
1838,0.000201
1830,0.000229
1830,0.000128
1829,0.000026
1823,0.000309
1833,0.000043
1836,0.000162
1885,0.000194
1893,0.000125
1531,0.000092
1517,0.000091
1508,0.000029
1521,0.000062
1968,0.000085
1968,0.000015
1650,0.000030
1926,0.000029
1931,0.000085
1524,0.000036
1511,0.000025
1267,0.000010
1266,0.000064
1273,0.000096
1492,0.000035
1482,0.000028
1385,0.000002
1573,0.000008
1467,0.000028
1468,0.000029
1557,0.000036
1573,0.000051
1572,0.000007
1579,0.000011
1470,0.000012
1381,0.000013
1404,0.000009
1405,0.000031
1401,0.000012
1577,0.000031
1444,0.000027
1594,0.000032
1632,0.000001
1573,0.000032
1372,0.000010
1558,0.000007
1578,0.000001
1481,0.000011
1232,0.000023
1431,0.000028
1468,0.000029
1577,0.000045
1397,0.000054
1277,0.000043
1795,0.000108
1816,0.000158
1818,0.000150
1498,0.000048
1587,0.000030
1573,0.000008
1607,0.000057
1573,0.000013
1489,0.000034
1261,0.000009
1262,0.000024
1273,0.000050
1856,0.000035
1487,0.000028
1570,0.000014
1814,0.000006
1813,0.000011
1501,0.000052
1818,0.000115
1503,0.000110
1404,0.000034
1576,0.000025
1429,0.000024
