index,cardinality,distortion
0,134,0.000216
1,113,0.000196
2,184,0.000218
3,167,0.000213
4,128,0.000206
5,151,0.000188
6,137,0.000209
7,159,0.000201
8,122,0.000204
9,146,0.000263
10,162,0.000262
11,141,0.000269
12,152,0.000204
13,162,0.000220
14,160,0.000202
15,143,0.000195
16,141,0.000257
17,111,0.000244
18,124,0.000231
19,124,0.000221
20,139,0.000219
21,138,0.000211
22,127,0.000202
23,107,0.000235
24,131,0.000247
25,101,0.000247
26,89,0.000301
27,88,0.000304
28,96,0.000237
29,88,0.000279
30,82,0.000350
31,67,0.000358
32,139,0.000227
33,128,0.000213
34,114,0.000232
35,105,0.000259
36,109,0.000206
37,137,0.000230
38,107,0.000246
39,112,0.000299
40,90,0.000298
41,97,0.000392
42,55,0.000367
43,62,0.000414
44,67,0.000590
45,49,0.000857
46,39,0.000919
47,26,0.001365
48,46,0.000605
49,46,0.000651
50,63,0.000468
51,50,0.000627
52,37,0.000843
53,40,0.000832
54,43,0.000637
55,35,0.000933
56,33,0.001061
57,23,0.000967
58,21,0.001519
59,5,0.003831
60,31,0.001056
61,21,0.001170
62,16,0.002416
63,5,0.002043
64,36,0.001086
65,80,0.000375
66,108,0.000302
67,103,0.000401
68,165,0.000226
69,133,0.000215
70,121,0.000296
71,129,0.000225
72,111,0.000328
73,98,0.000296
74,119,0.000295
75,130,0.000256
76,97,0.000314
77,120,0.000301
78,92,0.000456
79,93,0.000328
80,49,0.000828
81,70,0.000445
82,77,0.000348
83,87,0.000378
84,49,0.000800
85,79,0.000441
86,78,0.000501
87,51,0.000466
88,83,0.000377
89,62,0.000604
90,73,0.000354
91,69,0.000289
92,46,0.000537
93,55,0.000579
94,59,0.000657
95,48,0.000626
96,58,0.000816
97,41,0.001293
98,61,0.000685
99,50,0.000513
100,39,0.000692
101,47,0.000776
102,29,0.001153
103,36,0.000710
104,44,0.000500
105,69,0.000688
106,45,0.000641
107,33,0.000649
108,42,0.000643
109,17,0.000552
110,41,0.001018
111,22,0.001682
112,52,0.000631
113,55,0.000614
114,56,0.000632
115,55,0.000653
116,58,0.000643
117,49,0.000698
118,45,0.000502
119,29,0.000756
120,39,0.000598
121,27,0.000905
122,26,0.001094
123,14,0.002315
124,21,0.001096
125,22,0.001655
126,22,0.001501
127,13,0.001933
128,91,0.000320
129,111,0.000258
130,91,0.000301
131,57,0.000333
132,71,0.000400
133,73,0.000487
134,93,0.000418
135,65,0.000369
136,71,0.000584
137,52,0.000747
138,67,0.000576
139,64,0.000434
140,56,0.000655
141,41,0.000558
142,44,0.000932
143,50,0.000949
144,96,0.000315
145,92,0.000297
146,92,0.000301
147,55,0.000269
148,101,0.000275
149,119,0.000332
150,91,0.000258
151,98,0.000341
152,71,0.000490
153,76,0.000397
154,88,0.000396
155,99,0.000416
156,58,0.000459
157,81,0.000431
158,70,0.000488
159,43,0.000540
160,61,0.000624
161,43,0.001071
162,36,0.001678
163,10,0.002312
164,32,0.001248
165,43,0.001696
166,11,0.001894
167,9,0.005890
168,59,0.000571
169,30,0.000880
170,31,0.000564
171,29,0.000765
172,19,0.001786
173,10,0.001741
174,28,0.001264
175,21,0.001419
176,67,0.000455
177,55,0.000384
178,61,0.000318
179,47,0.000421
180,46,0.000398
181,32,0.000512
182,41,0.000506
183,59,0.000408
184,29,0.000768
185,30,0.000724
186,21,0.000758
187,18,0.000946
188,13,0.001765
189,10,0.004368
190,16,0.002100
191,15,0.003058
192,83,0.000279
193,89,0.000324
194,77,0.000334
195,92,0.000357
196,106,0.000289
197,101,0.000280
198,115,0.000272
199,71,0.000335
200,62,0.000342
201,64,0.000367
202,50,0.000525
203,56,0.000464
204,57,0.000304
205,56,0.000436
206,71,0.000416
207,58,0.000571
208,58,0.000480
209,64,0.000724
210,73,0.000473
211,40,0.000525
212,23,0.000639
213,29,0.001364
214,26,0.000746
215,10,0.004249
216,26,0.000703
217,21,0.000876
218,22,0.000607
219,13,0.001151
220,10,0.000980
221,3,0.000300
222,17,0.001155
223,8,0.000878
224,37,0.000572
225,32,0.000580
226,34,0.000559
227,35,0.000725
228,30,0.000511
229,41,0.000544
230,41,0.000525
231,43,0.000713
232,30,0.000458
233,32,0.000584
234,40,0.000682
235,28,0.000658
236,40,0.000784
237,35,0.000749
238,25,0.000681
239,23,0.000960
240,30,0.001215
241,37,0.000835
242,41,0.000851
243,33,0.000804
244,20,0.000782
245,17,0.001200
246,10,0.000808
247,3,0.000823
248,15,0.001414
249,23,0.001004
250,28,0.001019
251,17,0.001724
252,24,0.001609
253,18,0.001436
254,11,0.000611
255,10,0.001049
256,46,0.001807
257,47,0.002718
258,80,0.000863
259,65,0.000725
260,31,0.001088
261,21,0.001481
262,12,0.001468
263,15,0.002989
264,122,0.000545
265,91,0.000645
266,160,0.000416
267,125,0.000522
268,42,0.000971
269,36,0.000827
270,25,0.002456
271,6,0.000921
272,177,0.000247
273,136,0.000332
274,116,0.000350
275,89,0.000481
276,94,0.000329
277,91,0.000524
278,42,0.001170
279,32,0.001075
280,53,0.000641
281,50,0.000857
282,14,0.001143
283,20,0.000843
284,10,0.004306
285,5,0.003298
286,9,0.003255
287,9,0.006256
288,35,0.001094
289,72,0.000514
290,104,0.000361
291,156,0.000225
292,255,0.000140
293,261,0.000161
294,161,0.000276
295,180,0.000222
296,358,0.000104
297,500,0.000081
298,332,0.000115
299,257,0.000191
300,371,0.000123
301,348,0.000090
302,270,0.000194
303,185,0.000258
304,768,0.000046
305,797,0.000054
306,800,0.000047
307,804,0.000044
308,799,0.000050
309,656,0.000058
310,729,0.000049
311,645,0.000064
312,564,0.000072
313,576,0.000077
314,446,0.000086
315,348,0.000114
316,362,0.000109
317,237,0.000174
318,176,0.000164
319,128,0.000203
320,72,0.000525
321,140,0.000212
322,231,0.000128
323,406,0.000115
324,422,0.000089
325,549,0.000062
326,518,0.000070
327,697,0.000062
328,231,0.000191
329,363,0.000103
330,525,0.000073
331,555,0.000072
332,625,0.000059
333,673,0.000061
334,723,0.000059
335,554,0.000075
336,461,0.000071
337,653,0.000051
338,636,0.000045
339,710,0.000045
340,661,0.000049
341,610,0.000043
342,672,0.000043
343,702,0.000049
344,702,0.000041
345,683,0.000055
346,670,0.000057
347,510,0.000063
348,610,0.000072
349,387,0.000093
350,373,0.000072
351,296,0.000101
352,61,0.000571
353,166,0.000178
354,148,0.000222
355,310,0.000115
356,360,0.000092
357,482,0.000091
358,516,0.000062
359,588,0.000058
360,366,0.000113
361,555,0.000069
362,491,0.000078
363,469,0.000064
364,595,0.000053
365,627,0.000063
366,622,0.000069
367,488,0.000066
368,702,0.000059
369,591,0.000057
370,533,0.000069
371,425,0.000087
372,400,0.000078
373,300,0.000113
374,201,0.000152
375,150,0.000236
376,279,0.000130
377,223,0.000148
378,140,0.000211
379,107,0.000384
380,189,0.000164
381,142,0.000230
382,111,0.000236
383,108,0.000310
384,74,0.000607
385,243,0.000181
386,203,0.000201
387,174,0.000152
388,368,0.000109
389,443,0.000093
390,291,0.000124
391,328,0.000095
392,481,0.000078
393,387,0.000093
394,375,0.000078
395,299,0.000104
396,335,0.000107
397,291,0.000097
398,282,0.000143
399,198,0.000150
400,70,0.000483
401,159,0.000216
402,286,0.000158
403,253,0.000183
404,134,0.000299
405,154,0.000233
406,183,0.000195
407,177,0.000193
408,217,0.000153
409,192,0.000166
410,178,0.000169
411,147,0.000197
412,164,0.000210
413,131,0.000234
414,139,0.000213
415,122,0.000171
416,175,0.000192
417,153,0.000188
418,108,0.000176
419,129,0.000188
420,143,0.000288
421,137,0.000260
422,127,0.000216
423,171,0.000221
424,143,0.000193
425,135,0.000170
426,165,0.000208
427,174,0.000229
428,166,0.000233
429,131,0.000168
430,139,0.000203
431,150,0.000203
432,105,0.000200
433,153,0.000214
434,157,0.000211
435,158,0.000193
436,122,0.000230
437,155,0.000223
438,130,0.000266
439,107,0.000320
440,125,0.000341
441,89,0.000361
442,102,0.000408
443,71,0.000484
444,112,0.000237
445,126,0.000238
446,86,0.000372
447,87,0.000426
448,160,0.000242
449,104,0.000389
450,76,0.000505
451,68,0.000566
452,132,0.000209
453,107,0.000250
454,82,0.000493
455,52,0.000705
456,42,0.000980
457,37,0.000995
458,43,0.000823
459,22,0.000794
460,30,0.001253
461,25,0.001041
462,17,0.002283
463,24,0.001685
464,110,0.000354
465,90,0.000532
466,100,0.000530
467,53,0.000578
468,74,0.000345
469,74,0.000436
470,57,0.000600
471,46,0.000684
472,72,0.000510
473,68,0.000489
474,58,0.000418
475,46,0.000594
476,25,0.000924
477,27,0.001520
478,7,0.006128
479,4,0.005054
480,317,0.000099
481,288,0.000143
482,219,0.000124
483,208,0.000168
484,235,0.000116
485,165,0.000119
486,175,0.000191
487,150,0.000174
488,187,0.000155
489,136,0.000173
490,110,0.000263
491,103,0.000329
492,124,0.000237
493,128,0.000329
494,87,0.000472
495,70,0.000440
496,129,0.000241
497,116,0.000276
498,147,0.000195
499,165,0.000255
500,158,0.000187
501,136,0.000182
502,131,0.000199
503,114,0.000225
504,99,0.000242
505,94,0.000184
506,118,0.000303
507,122,0.000220
508,110,0.000270
509,117,0.000269
510,112,0.000206
511,122,0.000233
