# data/codebooks/_/eps_0.0005_M_0512.cbook:
# P=2  size=512  className='_'
k1,k2
-0.291588,0.147749
-0.324747,0.163879
-0.317685,0.124863
-0.352846,0.137452
-0.382766,0.106325
-0.413907,0.123638
-0.418357,0.164098
-0.450999,0.165966
-0.333198,-0.0156798
-0.37622,0.0585311
-0.395807,0.0123057
-0.447546,0.00821449
-0.429283,0.0716262
-0.475173,0.0904002
-0.476438,0.0458678
-0.518969,0.0536531
-0.381444,0.224406
-0.40246,0.232341
-0.406008,0.263439
-0.429707,0.277778
-0.424261,0.20559
-0.429933,0.242021
-0.453252,0.209139
-0.482389,0.222557
-0.449587,0.122605
-0.487911,0.137477
-0.48495,0.179697
-0.52368,0.166916
-0.518686,0.108711
-0.552896,0.088103
-0.590436,0.0950893
-0.624064,0.130332
-0.312919,0.369139
-0.325757,0.411112
-0.357299,0.399028
-0.360477,0.453344
-0.383678,0.384171
-0.415413,0.399701
-0.389127,0.436628
-0.415667,0.461958
-0.417338,0.317471
-0.441936,0.309876
-0.457109,0.248763
-0.462327,0.286092
-0.484715,0.311617
-0.511818,0.307795
-0.501407,0.34999
-0.518272,0.383103
-0.487035,0.264992
-0.514009,0.257495
-0.511622,0.212515
-0.542619,0.212235
-0.542321,0.258722
-0.541232,0.300814
-0.569873,0.289183
-0.591856,0.327167
-0.466488,0.41146
-0.492386,0.396611
-0.508341,0.42694
-0.533247,0.41549
-0.533196,0.345516
-0.560559,0.335887
-0.548011,0.384622
-0.563098,0.422101
-0.257985,0.377338
-0.254573,0.42604
-0.28838,0.406237
-0.286077,0.46285
-0.2088,0.505161
-0.253358,0.496132
-0.292694,0.533198
-0.297023,0.601548
-0.322445,0.463984
-0.335338,0.518547
-0.338427,0.580881
-0.37596,0.575221
-0.289651,0.686013
-0.302931,0.776041
-0.363921,0.70994
-0.394246,0.771646
-0.378448,0.506846
-0.412395,0.527244
-0.408368,0.592467
-0.431005,0.633321
-0.440018,0.561524
-0.466006,0.543813
-0.493701,0.529354
-0.495468,0.577744
-0.352759,0.646507
-0.395143,0.65684
-0.428644,0.707187
-0.448091,0.778971
-0.426003,0.848242
-0.469399,0.861911
-0.4841,0.744747
-0.511818,0.747873
-0.574423,0.370661
-0.586114,0.40599
-0.605481,0.372141
-0.631954,0.389344
-0.633086,0.340607
-0.666065,0.354623
-0.654907,0.418591
-0.679729,0.410846
-0.604904,0.480173
-0.623125,0.51258
-0.645569,0.550324
-0.674066,0.539132
-0.675427,0.470809
-0.705838,0.481159
-0.705636,0.554391
-0.735352,0.533604
-0.662781,0.609103
-0.693918,0.610608
-0.669822,0.668171
-0.692545,0.691273
-0.720342,0.676146
-0.763411,0.673591
-0.725973,0.758642
-0.74895,0.841123
-0.738881,0.6047
