index,cardinality,distortion
0,145,0.000053
1,187,0.000053
2,173,0.000046
3,177,0.000058
4,177,0.000070
5,162,0.000066
6,176,0.000050
7,180,0.000052
8,149,0.000059
9,149,0.000053
10,148,0.000073
11,130,0.000093
12,150,0.000084
13,146,0.000064
14,201,0.000074
15,125,0.000065
16,109,0.000084
17,157,0.000091
18,107,0.000086
19,148,0.000086
20,139,0.000079
21,148,0.000076
22,146,0.000095
23,144,0.000088
24,139,0.000060
25,138,0.000064
26,159,0.000067
27,137,0.000070
28,136,0.000071
29,145,0.000080
30,123,0.000060
31,123,0.000082
32,49,0.000191
33,44,0.000233
34,33,0.000313
35,35,0.000219
36,78,0.000158
37,95,0.000105
38,104,0.000143
39,96,0.000096
40,58,0.000147
41,75,0.000175
42,76,0.000138
43,84,0.000161
44,40,0.000275
45,49,0.000210
46,74,0.000178
47,78,0.000142
48,97,0.000099
49,121,0.000108
50,111,0.000139
51,125,0.000122
52,114,0.000098
53,81,0.000104
54,116,0.000107
55,131,0.000087
56,103,0.000146
57,93,0.000125
58,66,0.000095
59,82,0.000102
60,109,0.000122
61,107,0.000116
62,102,0.000136
63,81,0.000107
64,226,0.000041
65,183,0.000048
66,243,0.000042
67,260,0.000044
68,240,0.000054
69,216,0.000047
70,201,0.000060
71,157,0.000053
72,252,0.000051
73,252,0.000057
74,248,0.000045
75,226,0.000054
76,170,0.000055
77,193,0.000064
78,145,0.000062
79,138,0.000062
80,146,0.000060
81,132,0.000058
82,181,0.000060
83,148,0.000052
84,200,0.000048
85,192,0.000057
86,180,0.000060
87,182,0.000064
88,128,0.000068
89,140,0.000060
90,162,0.000058
91,126,0.000055
92,147,0.000070
93,129,0.000060
94,130,0.000072
95,117,0.000064
96,127,0.000092
97,95,0.000087
98,106,0.000083
99,154,0.000088
100,124,0.000088
101,109,0.000075
102,124,0.000095
103,101,0.000092
104,117,0.000070
105,120,0.000075
106,99,0.000080
107,128,0.000082
108,126,0.000091
109,104,0.000076
110,112,0.000073
111,113,0.000082
112,100,0.000097
113,128,0.000104
114,98,0.000112
115,115,0.000105
116,103,0.000120
117,99,0.000117
118,92,0.000139
119,109,0.000132
120,98,0.000118
121,89,0.000133
122,81,0.000133
123,68,0.000123
124,102,0.000140
125,80,0.000139
126,90,0.000140
127,81,0.000138
128,128,0.000075
129,89,0.000094
130,130,0.000081
131,88,0.000094
132,74,0.000104
133,92,0.000145
134,82,0.000092
135,76,0.000139
136,87,0.000083
137,103,0.000128
138,106,0.000106
139,82,0.000119
140,82,0.000174
141,73,0.000119
142,66,0.000170
143,53,0.000154
144,117,0.000070
145,85,0.000060
146,110,0.000113
147,70,0.000101
148,106,0.000088
149,102,0.000093
150,90,0.000099
151,88,0.000093
152,79,0.000118
153,74,0.000144
154,55,0.000120
155,66,0.000119
156,80,0.000113
157,71,0.000117
158,77,0.000124
159,61,0.000114
160,138,0.000056
161,121,0.000062
162,129,0.000067
163,133,0.000066
164,159,0.000066
165,148,0.000060
166,129,0.000061
167,131,0.000077
168,145,0.000058
169,138,0.000064
170,132,0.000068
171,152,0.000073
172,170,0.000075
173,155,0.000075
174,159,0.000075
175,160,0.000079
176,141,0.000077
177,126,0.000071
178,142,0.000072
179,112,0.000065
180,132,0.000076
181,116,0.000082
182,133,0.000069
183,153,0.000085
184,110,0.000072
185,123,0.000073
186,112,0.000087
187,109,0.000084
188,96,0.000083
189,122,0.000088
190,100,0.000064
191,109,0.000078
192,140,0.000068
193,116,0.000062
194,123,0.000069
195,102,0.000065
196,114,0.000057
197,118,0.000071
198,116,0.000077
199,105,0.000072
200,149,0.000083
201,126,0.000080
202,155,0.000084
203,104,0.000078
204,108,0.000086
205,139,0.000089
206,70,0.000067
207,86,0.000074
208,106,0.000070
209,97,0.000085
210,111,0.000064
211,91,0.000066
212,114,0.000070
213,115,0.000079
214,141,0.000093
215,110,0.000085
216,113,0.000093
217,92,0.000081
218,99,0.000101
219,93,0.000100
220,105,0.000100
221,127,0.000098
222,99,0.000098
223,78,0.000094
224,98,0.000087
225,102,0.000097
226,118,0.000121
227,94,0.000082
228,107,0.000075
229,100,0.000081
230,109,0.000088
231,89,0.000071
232,121,0.000100
233,125,0.000082
234,100,0.000081
235,89,0.000085
236,135,0.000085
237,105,0.000077
238,116,0.000071
239,95,0.000087
240,123,0.000091
241,112,0.000070
242,111,0.000073
243,99,0.000078
244,111,0.000089
245,102,0.000083
246,123,0.000082
247,121,0.000114
248,99,0.000082
249,88,0.000065
250,101,0.000077
251,94,0.000080
252,114,0.000073
253,86,0.000084
254,103,0.000085
255,80,0.000091
256,149,0.000075
257,117,0.000080
258,99,0.000087
259,69,0.000110
260,83,0.000119
261,59,0.000166
262,99,0.000122
263,79,0.000140
264,104,0.000099
265,62,0.000097
266,74,0.000125
267,62,0.000162
268,61,0.000170
269,59,0.000183
270,55,0.000147
271,49,0.000187
272,53,0.000146
273,52,0.000181
274,36,0.000197
275,41,0.000283
276,77,0.000200
277,42,0.000129
278,31,0.000140
279,39,0.000258
280,51,0.000235
281,42,0.000243
282,37,0.000321
283,39,0.000353
284,30,0.000398
285,15,0.000383
286,18,0.000257
287,13,0.000631
288,56,0.000188
289,53,0.000180
290,70,0.000172
291,48,0.000222
292,42,0.000215
293,36,0.000163
294,46,0.000202
295,38,0.000238
296,35,0.000256
297,40,0.000218
298,34,0.000216
299,36,0.000215
300,38,0.000253
301,35,0.000198
302,25,0.000206
303,31,0.000204
304,21,0.000363
305,11,0.000290
306,17,0.000680
307,12,0.000592
308,9,0.001794
309,8,0.001877
310,11,0.001256
311,6,0.005270
312,19,0.000620
313,21,0.000710
314,20,0.000295
315,20,0.000819
316,15,0.000413
317,11,0.000445
318,16,0.000432
319,12,0.000326
320,47,0.000203
321,67,0.000186
322,50,0.000214
323,67,0.000251
324,61,0.000200
325,61,0.000138
326,56,0.000143
327,42,0.000156
328,33,0.000219
329,46,0.000187
330,34,0.000204
331,46,0.000198
332,41,0.000248
333,36,0.000243
334,37,0.000310
335,32,0.000401
336,49,0.000167
337,43,0.000191
338,52,0.000144
339,51,0.000166
340,57,0.000127
341,55,0.000109
342,61,0.000114
343,73,0.000130
344,53,0.000119
345,64,0.000132
346,77,0.000111
347,57,0.000125
348,56,0.000171
349,45,0.000161
350,54,0.000181
351,52,0.000157
352,18,0.000314
353,21,0.000379
354,32,0.000345
355,26,0.000323
356,37,0.000329
357,27,0.000262
358,30,0.000360
359,21,0.000271
360,16,0.000406
361,19,0.000367
362,25,0.000244
363,22,0.000435
