codeword,minDistortion
1438,0.000012
1423,0.000017
1438,0.000002
1725,0.000027
1687,0.000010
1746,0.000016
1388,0.000073
1740,0.000031
1453,0.000029
1746,0.000020
1752,0.000024
1747,0.000031
1445,0.000038
1831,0.000026
1766,0.000026
1687,0.000024
1455,0.000013
1368,0.000054
1451,0.000017
1461,0.000039
1422,0.000015
1439,0.000028
1770,0.000005
1735,0.000025
1742,0.000003
1724,0.000022
1725,0.000015
1443,0.000053
1454,0.000028
1462,0.000034
1443,0.000020
1452,0.000003
1459,0.000044
1441,0.000049
1466,0.000012
1754,0.000076
1744,0.000035
1766,0.000017
1744,0.000068
1458,0.000019
1711,0.000003
1711,0.000006
1744,0.000000
1439,0.000029
1472,0.000049
1431,0.000003
1731,0.000005
1836,0.000028
1748,0.000009
1754,0.000000
1461,0.000014
1442,0.000058
1371,0.000030
1445,0.000046
1738,0.000024
1730,0.000020
1764,0.000030
1839,0.000105
1731,0.000022
1418,0.000025
1361,0.000044
1725,0.000003
1730,0.000012
1463,0.000036
1454,0.000001
1438,0.000008
1451,0.000049
1440,0.000005
1715,0.000039
1423,0.000002
1456,0.000025
1729,0.000009
1462,0.000009
1468,0.000021
1447,0.000008
1427,0.000027
1360,0.000068
1704,0.000023
1744,0.000005
1420,0.000033
1434,0.000043
1448,0.000007
1687,0.000057
1432,0.000041
1458,0.000033
1730,0.000010
1708,0.000030
1447,0.000015
1755,0.000081
1740,0.000065
1436,0.000025
1454,0.000026
1453,0.000020
1462,0.000023
1451,0.000019
1729,0.000001
1760,0.000024
1418,0.000002
1418,0.000081
1435,0.000046
1701,0.000010
1712,0.000027
1708,0.000028
1452,0.000014
1735,0.000041
1837,0.000049
1739,0.000031
1769,0.000042
1777,0.000068
25,0.000049
118,0.000057
122,0.000113
812,0.000104
779,0.000038
166,0.000094
2046,0.000082
1982,0.000042
1983,0.000042
516,0.000150
174,0.000070
111,0.000173
776,0.000096
166,0.000109
278,0.000133
271,0.000530
284,0.000440
304,0.000362
1523,0.000125
289,0.000078
232,0.000156
230,0.000072
322,0.000186
322,0.000293
300,0.000348
300,0.000134
282,0.000059
152,0.000113
196,0.000071
210,0.000037
2043,0.000051
145,0.000025
514,0.000091
64,0.000031
27,0.000117
2014,0.000046
113,0.000248
860,0.000122
969,0.000140
973,0.000180
995,0.000239
878,0.000333
861,0.000119
854,0.000123
849,0.000282
1996,0.000021
1864,0.000052
1837,0.000003
1462,0.000047
1434,0.000001
1434,0.000049
1439,0.000018
1439,0.000015
1438,0.000028
1461,0.000042
1491,0.000053
1472,0.000014
1421,0.000024
1417,0.000049
1368,0.000009
1724,0.000006
1698,0.000010
1442,0.000014
1821,0.000004
1833,0.000014
1714,0.000006
1722,0.000006
1937,0.000015
1940,0.000004
1769,0.000055
1854,0.000014
1813,0.000039
1965,0.000005
1981,0.000067
1857,0.000030
1663,0.000049
1992,0.000019
1872,0.000002
1924,0.000021
1976,0.000001
1873,0.000017
1998,0.000068
1644,0.000068
1804,0.000003
1715,0.000036
1809,0.000040
1762,0.000024
1768,0.000038
1815,0.000013
1939,0.000022
1737,0.000035
1760,0.000019
1715,0.000035
1723,0.000023
1763,0.000011
1737,0.000004
1711,0.000018
1711,0.000031
1821,0.000005
1715,0.000004
1756,0.000074
1457,0.000021
1723,0.000044
1689,0.000004
1675,0.000092
1721,0.000019
1699,0.000024
1443,0.000049
1455,0.000032
1453,0.000014
1708,0.000031
1442,0.000023
1455,0.000045
1462,0.000002
1708,0.000005
1722,0.000026
1458,0.000030
1729,0.000025
1838,0.000010
1747,0.000028
1451,0.000005
1439,0.000001
1706,0.000027
1753,0.000051
1474,0.000041
1423,0.000046
1819,0.000045
1433,0.000022
1457,0.000004
1447,0.000034
1448,0.000005
1761,0.000024
1729,0.000021
1769,0.000038
1437,0.000005
1746,0.000035
1368,0.000019
1730,0.000015
1730,0.000013
1458,0.000020
1456,0.000014
1419,0.000034
1431,0.000002
1451,0.000006
1723,0.000014
1725,0.000026
1724,0.000013
1710,0.000004
1699,0.000002
1729,0.000032
1476,0.000010
1496,0.000045
1752,0.000052
1445,0.000022
1438,0.000026
1439,0.000014
1437,0.000011
1715,0.000019
1440,0.000000
1731,0.000012
1756,0.000064
1780,0.000030
1711,0.000007
1737,0.000007
1722,0.000036
1828,0.000020
1455,0.000007
1472,0.000015
1746,0.000016
1473,0.000035
1731,0.000004
1460,0.000009
1740,0.000024
1439,0.000028
1746,0.000016
1438,0.000003
1455,0.000008
1460,0.000046
1452,0.000017
1695,0.000004
1737,0.000032
1708,0.000004
1368,0.000007
1697,0.000010
1433,0.000011
1434,0.000055
1362,0.000055
1723,0.000003
1710,0.000042
1450,0.000030
1463,0.000041
1703,0.000037
1685,0.000048
1709,0.000017
1422,0.000029
1436,0.000011
1832,0.000017
100,0.000056
966,0.000257
963,0.000248
773,0.000058
202,0.000031
524,0.000158
586,0.000160
227,0.000121
517,0.000031
167,0.000026
186,0.000136
254,0.000196
597,0.000189
586,0.000002
644,0.000003
334,0.000290
332,0.000225
648,0.000321
350,0.000341
556,0.000237
388,0.000165
252,0.000137
227,0.000058
144,0.000003
2040,0.000012
2036,0.000059
2040,0.000002
1916,0.000016
1878,0.000061
2033,0.000023
1915,0.000139
265,0.000053
1781,0.000015
1772,0.000059
1943,0.000012
1842,0.000023
1433,0.000033
1735,0.000033
1761,0.000044
1762,0.000007
1692,0.000045
1692,0.000017
1832,0.000015
1776,0.000040
1864,0.000005
1827,0.000043
1825,0.000005
1773,0.000062
1698,0.000032
1701,0.000029
1813,0.000038
1710,0.000001
1727,0.000025
1780,0.000047
1849,0.000001
1727,0.000057
1703,0.000013
1705,0.000032
1695,0.000031
1820,0.000039
1926,0.000033
1960,0.000039
1936,0.000001
1776,0.000020
1847,0.000030
1852,0.000056
1835,0.000045
1863,0.000031
1990,0.000008
1880,0.000009
1872,0.000010
1855,0.000030
1786,0.000049
1774,0.000132
1785,0.000130
1719,0.000038
1839,0.000016
1866,0.000049
1495,0.000208
265,0.000220
1739,0.000025
1739,0.000035
1770,0.000028
1437,0.000031
1428,0.000033
1709,0.000008
1720,0.000010
1696,0.000047
1728,0.000021
1752,0.000034
1375,0.000041
1474,0.000017
1679,0.000032
1719,0.000000
1734,0.000009
1744,0.000006
1462,0.000012
1371,0.000028
1753,0.000021
1767,0.000014
1741,0.000009
1733,0.000047
1839,0.000030
1708,0.000034
1702,0.000003
2010,0.000128
2012,0.000063
1729,0.000014
1432,0.000017
1732,0.000013
1450,0.000020
1459,0.000010
599,0.000160
601,0.000028
1820,0.000031
1708,0.000025
1799,0.000012
1691,0.000027
1703,0.000027
1429,0.000057
1433,0.000002
1421,0.000009
1442,0.000006
565,0.000213
666,0.000078
2045,0.000099
1703,0.000016
1435,0.000041
1732,0.000012
1790,0.000129
672,0.000215
657,0.000177
1836,0.000048
1829,0.000022
1705,0.000022
1789,0.000055
626,0.000140
608,0.000067
1720,0.000014
1719,0.000040
424,0.000236
450,0.000047
1888,0.000039
1732,0.000014
612,0.000184
634,0.000458
2027,0.000044
1731,0.000020
1699,0.000031
1722,0.000017
592,0.000029
425,0.000160
1870,0.000013
1761,0.000030
1704,0.000002
1778,0.000054
621,0.000390
616,0.000141
1700,0.000057
1697,0.000061
1435,0.000016
1434,0.000012
423,0.000207
428,0.000084
1844,0.000021
1706,0.000030
1368,0.000020
1874,0.000052
423,0.000126
597,0.000236
1736,0.000005
1366,0.000053
1824,0.000018
898,0.000306
795,0.000102
1811,0.000017
1736,0.000017
1760,0.000034
795,0.000146
903,0.000107
1583,0.000082
1778,0.000042
1744,0.000066
31,0.000067
825,0.000314
26,0.000075
1459,0.000016
1923,0.000040
409,0.000153
413,0.000012
1879,0.000020
1731,0.000035
1832,0.000001
580,0.000077
228,0.000105
1724,0.000020
256,0.000079
1833,0.000039
1925,0.000011
1729,0.000026
2045,0.000077
562,0.000105
1883,0.000077
1941,0.000017
1847,0.000023
1950,0.000062
1721,0.000026
1723,0.000017
1716,0.000021
1756,0.000063
1739,0.000045
1829,0.000011
1457,0.000027
1491,0.000144
1736,0.000030
1813,0.000003
1773,0.000020
1773,0.000064
1472,0.000004
1765,0.000006
1850,0.000010
1689,0.000014
1847,0.000024
1867,0.000065
1732,0.000011
1846,0.000049
1944,0.000028
1721,0.000017
1772,0.000012
1776,0.000030
1827,0.000014
1946,0.000020
1774,0.000090
1865,0.000052
1717,0.000026
1737,0.000012
1837,0.000039
1700,0.000005
1939,0.000018
1834,0.000008
1704,0.000013
1761,0.000017
1433,0.000030
1686,0.000037
1714,0.000028
1826,0.000005
1679,0.000048
1675,0.000045
1712,0.000031
1736,0.000038
1690,0.000004
1760,0.000010
1675,0.000067
1825,0.000021
1723,0.000054
1727,0.000028
1464,0.000033
1463,0.000026
1724,0.000024
1744,0.000002
1828,0.000022
1950,0.000034
1705,0.000017
1808,0.000024
1683,0.000027
1824,0.000021
1706,0.000015
1728,0.000009
1736,0.000021
1842,0.000021
1705,0.000004
1462,0.000049
1464,0.000021
1735,0.000005
1752,0.000011
1742,0.000051
1460,0.000030
1451,0.000023
1465,0.000014
1456,0.000059
1734,0.000013
95,0.000055
219,0.000079
1693,0.000017
1734,0.000032
1827,0.000001
1697,0.000024
1465,0.000028
1755,0.000038
1454,0.000019
1708,0.000024
1823,0.000014
914,0.000288
897,0.000051
1728,0.000020
1440,0.000014
1448,0.000034
1675,0.000077
1444,0.000013
1414,0.000029
1460,0.000032
175,0.000101
446,0.000110
786,0.000103
1711,0.000011
1434,0.000044
1686,0.000032
1712,0.000027
1721,0.000008
1752,0.000011
1488,0.000035
1442,0.000033
546,0.000080
636,0.000145
582,0.000137
1761,0.000034
1442,0.000037
1373,0.000010
1457,0.000050
1749,0.000055
1946,0.000027
920,0.000121
916,0.000209
1761,0.000031
1435,0.000010
1439,0.000032
1461,0.000016
437,0.000125
484,0.000159
3,0.000041
1729,0.000023
1744,0.000022
1724,0.000029
1477,0.000091
1841,0.000020
437,0.000364
484,0.000308
2033,0.000033
1742,0.000031
1433,0.000006
1709,0.000017
1810,0.000023
1766,0.000011
1458,0.000026
211,0.000001
446,0.000027
776,0.000186
1432,0.000021
1444,0.000060
1440,0.000026
1727,0.000041
1761,0.000008
1974,0.000001
407,0.000155
897,0.000159
1801,0.000047
1699,0.000031
1764,0.000014
1437,0.000014
605,0.000137
453,0.000272
72,0.000055
1909,0.000077
1855,0.000045
1815,0.000017
1719,0.000048
1731,0.000018
1419,0.000061
1445,0.000056
342,0.000154
668,0.000144
564,0.000032
1849,0.000006
512,0.000117
1882,0.000083
1783,0.000002
164,0.000030
408,0.000082
171,0.000125
1937,0.000021
1436,0.000018
1938,0.000014
1923,0.000046
1882,0.000057
630,0.000232
612,0.000074
1942,0.000036
1976,0.000001
1980,0.000038
1676,0.000092
1711,0.000025
1717,0.000014
1717,0.000008
665,0.000263
665,0.000093
1891,0.000018
1935,0.000034
1444,0.000030
1368,0.000038
1446,0.000011
1361,0.000012
1457,0.000022
576,0.000027
617,0.000044
521,0.000092
1873,0.000039
1767,0.000007
1754,0.000025
1464,0.000056
1364,0.000009
1761,0.000019
1726,0.000010
1726,0.000021
416,0.000004
421,0.000029
1943,0.000001
1699,0.000042
1941,0.000031
1437,0.000011
1767,0.000028
1876,0.000033
602,0.000116
394,0.000174
1437,0.000006
1721,0.000011
1770,0.000006
1745,0.000037
1775,0.000033
1843,0.000004
1869,0.000051
139,0.000096
1769,0.000012
1767,0.000020
413,0.000224
414,0.000164
1939,0.000015
1690,0.000009
1805,0.000036
1828,0.000006
1741,0.000049
1838,0.000002
1811,0.000019
422,0.000171
453,0.000299
1999,0.000045
1849,0.000052
1812,0.000042
1430,0.000031
1714,0.000012
1715,0.000001
1942,0.000035
1870,0.000007
1715,0.000013
189,0.000118
449,0.000101
180,0.000079
1725,0.000014
1445,0.000033
1746,0.000011
1764,0.000007
1814,0.000015
1810,0.000036
1924,0.000009
1999,0.000058
404,0.000071
405,0.000002
1920,0.000031
1714,0.000019
1360,0.000031
1419,0.000021
1826,0.000008
1839,0.000047
1741,0.000074
222,0.000080
445,0.000325
106,0.000026
1734,0.000025
1704,0.000014
1723,0.000032
1766,0.000007
1465,0.000047
1817,0.000043
1833,0.000009
396,0.000113
438,0.000167
1985,0.000001
1732,0.000001
1770,0.000034
1448,0.000017
1434,0.000045
1799,0.000012
1926,0.000008
1767,0.000045
1944,0.000023
219,0.000115
914,0.000192
1901,0.000032
1455,0.000008
1728,0.000017
1738,0.000008
1770,0.000030
1449,0.000021
1817,0.000017
1866,0.000037
1423,0.000052
1423,0.000012
1453,0.000008
1752,0.000019
1855,0.000072
425,0.000129
419,0.000034
1962,0.000040
1844,0.000001
1776,0.000014
1894,0.000011
1864,0.000037
1847,0.000033
1437,0.000004
1422,0.000038
1815,0.000011
1771,0.000004
1719,0.000042
1718,0.000005
1767,0.000034
115,0.000019
821,0.000085
1988,0.000011
1765,0.000026
1679,0.000034
1744,0.000005
1753,0.000019
1785,0.000008
1766,0.000014
1837,0.000006
1894,0.000054
1782,0.000011
1454,0.000014
1368,0.000021
1461,0.000048
1447,0.000023
1836,0.000038
672,0.000061
672,0.000320
1865,0.000038
1877,0.000024
1453,0.000022
1466,0.000043
1423,0.000048
1452,0.000020
1734,0.000041
1462,0.000031
1761,0.000040
1813,0.000019
1740,0.000017
1830,0.000029
666,0.000008
704,0.000262
1906,0.000005
1451,0.000023
1488,0.000054
1831,0.000041
1713,0.000049
1443,0.000032
1461,0.000016
1734,0.000045
1757,0.000040
1488,0.000051
1829,0.000009
1760,0.000014
179,0.000027
484,0.000648
218,0.000149
1831,0.000022
1492,0.000052
1759,0.000170
1474,0.000068
1765,0.000046
1718,0.000003
1446,0.000003
1439,0.000001
1728,0.000015
798,0.000140
500,0.000158
84,0.000041
1706,0.000019
1435,0.000014
1461,0.000035
1445,0.000022
1729,0.000008
1454,0.000023
1749,0.000025
521,0.000036
481,0.000424
400,0.000015
1815,0.000011
1439,0.000019
1742,0.000007
1711,0.000014
1720,0.000019
1742,0.000052
1437,0.000023
1781,0.000083
550,0.000132
628,0.000173
516,0.000173
1743,0.000106
1730,0.000019
1448,0.000011
1443,0.000032
1742,0.000000
1734,0.000007
1452,0.000025
1915,0.000089
626,0.000417
556,0.000210
260,0.000034
263,0.000053
280,0.000272
1827,0.000023
424,0.000296
449,0.000277
1953,0.000060
1429,0.000051
1712,0.000049
1842,0.000039
1750,0.000002
1774,0.000034
627,0.000369
624,0.000208
1832,0.000015
1865,0.000042
1731,0.000031
1454,0.000029
1727,0.000013
1731,0.000037
1435,0.000024
1471,0.000081
343,0.000189
661,0.000065
1912,0.000032
387,0.000043
437,0.000300
2016,0.000001
1734,0.000053
1434,0.000011
1709,0.000048
1728,0.000026
1467,0.000035
1748,0.000036
1847,0.000026
1743,0.000005
189,0.000037
595,0.000256
1655,0.000018
1452,0.000005
1437,0.000058
1452,0.000026
1720,0.000018
1430,0.000029
1438,0.000000
1710,0.000022
1432,0.000010
1780,0.000006
265,0.000154
1836,0.000067
1724,0.000030
1728,0.000016
1768,0.000038
1764,0.000042
1452,0.000021
1742,0.000042
1733,0.000033
1812,0.000030
1776,0.000041
1453,0.000022
1450,0.000007
1448,0.000017
1738,0.000006
1439,0.000024
1836,0.000011
1721,0.000020
1437,0.000007
1756,0.000002
1449,0.000025
1827,0.000023
1768,0.000001
1456,0.000031
1773,0.000040
1835,0.000044
1711,0.000018
1449,0.000017
1468,0.000036
1733,0.000043
1437,0.000023
1739,0.000005
1771,0.000033
1417,0.000015
1698,0.000019
1833,0.000027
1724,0.000041
1841,0.000012
1728,0.000006
1441,0.000026
1440,0.000017
1723,0.000002
1766,0.000061
1744,0.000008
1711,0.000019
1466,0.000040
1711,0.000024
1433,0.000019
1762,0.000030
1835,0.000028
1459,0.000027
1742,0.000033
1465,0.000043
1736,0.000008
1730,0.000020
1438,0.000002
1710,0.000011
1730,0.000036
1738,0.000036
1741,0.000044
1443,0.000005
1707,0.000002
1731,0.000010
1744,0.000017
1458,0.000009
1732,0.000038
1705,0.000002
1451,0.000028
1705,0.000006
1756,0.000067
1729,0.000001
1801,0.000048
1452,0.000035
1365,0.000040
1464,0.000063
1439,0.000035
1726,0.000018
1934,0.000027
60,0.000012
969,0.000028
2008,0.000116
2012,0.000019
168,0.000084
87,0.000054
2040,0.000052
151,0.000070
144,0.000011
91,0.000053
785,0.000025
399,0.000211
394,0.000008
398,0.000106
222,0.000112
384,0.000143
254,0.000045
233,0.000134
544,0.000057
560,0.000174
343,0.000342
541,0.000004
186,0.000031
175,0.000028
176,0.000196
249,0.000075
255,0.000017
222,0.000058
394,0.000006
28,0.000053
119,0.000008
202,0.000025
782,0.000059
796,0.000234
797,0.000026
798,0.000084
899,0.000044
912,0.000160
928,0.000155
929,0.000351
496,0.000193
497,0.000121
500,0.000312
502,0.000568
942,0.000640
943,0.000095
937,0.000502
946,0.000104
975,0.000403
990,0.000629
987,0.000075
985,0.000649
973,0.000113
852,0.000009
60,0.000001
19,0.000115
1639,0.000102
1822,0.000005
1844,0.000018
1678,0.000041
1822,0.000028
1844,0.000004
1767,0.000009
1722,0.000031
1710,0.000030
1435,0.000035
1705,0.000042
1728,0.000010
1773,0.000095
1495,0.000089
1768,0.000047
1777,0.000004
1866,0.000089
1777,0.000046
1772,0.000052
1777,0.000062
1835,0.000040
1776,0.000026
1727,0.000013
1737,0.000005
1488,0.000026
1719,0.000024
