index,cardinality,distortion
0,342,0.000103
1,338,0.000100
2,338,0.000120
3,391,0.000125
4,302,0.000124
5,243,0.000163
6,287,0.000156
7,285,0.000129
8,273,0.000171
9,261,0.000177
10,275,0.000153
11,236,0.000157
12,303,0.000137
13,266,0.000129
14,219,0.000117
15,247,0.000136
16,82,0.000457
17,68,0.000812
18,167,0.000293
19,235,0.000244
20,132,0.000378
21,163,0.000263
22,108,0.000396
23,108,0.000299
24,246,0.000222
25,202,0.000196
26,245,0.000241
27,248,0.000222
28,179,0.000263
29,191,0.000279
30,187,0.000209
31,189,0.000262
32,439,0.000090
33,507,0.000090
34,404,0.000086
35,358,0.000110
36,368,0.000079
37,451,0.000087
38,349,0.000114
39,279,0.000133
40,316,0.000142
41,395,0.000140
42,389,0.000108
43,349,0.000118
44,276,0.000143
45,333,0.000132
46,290,0.000156
47,260,0.000152
48,251,0.000199
49,228,0.000145
50,268,0.000168
51,213,0.000181
52,276,0.000166
53,258,0.000171
54,242,0.000190
55,207,0.000169
56,192,0.000185
57,213,0.000232
58,181,0.000204
59,196,0.000265
60,143,0.000251
61,139,0.000227
62,161,0.000280
63,152,0.000259
64,235,0.000174
65,226,0.000200
66,161,0.000264
67,173,0.000263
68,191,0.000207
69,165,0.000210
70,132,0.000279
71,132,0.000357
72,193,0.000141
73,211,0.000204
74,182,0.000177
75,180,0.000187
76,191,0.000294
77,144,0.000278
78,163,0.000245
79,122,0.000241
80,312,0.000138
81,283,0.000139
82,339,0.000129
83,302,0.000156
84,319,0.000142
85,272,0.000146
86,294,0.000141
87,270,0.000141
88,268,0.000144
89,286,0.000153
90,216,0.000153
91,286,0.000152
92,229,0.000161
93,185,0.000136
94,196,0.000139
95,211,0.000163
96,232,0.000130
97,205,0.000137
98,258,0.000144
99,221,0.000162
100,252,0.000160
101,271,0.000161
102,231,0.000156
103,189,0.000162
104,219,0.000169
105,258,0.000164
106,251,0.000188
107,265,0.000196
108,194,0.000184
109,192,0.000188
110,228,0.000210
111,171,0.000215
112,178,0.000166
113,188,0.000195
114,219,0.000178
115,192,0.000148
116,230,0.000191
117,181,0.000178
118,226,0.000152
119,218,0.000174
120,235,0.000173
121,256,0.000177
122,208,0.000146
123,229,0.000177
124,205,0.000165
125,203,0.000164
126,175,0.000189
127,197,0.000202
128,233,0.000147
129,197,0.000207
130,157,0.000308
131,150,0.000250
132,198,0.000247
133,138,0.000270
134,125,0.000376
135,108,0.000374
136,107,0.000337
137,83,0.000616
138,114,0.000378
139,97,0.000554
140,63,0.000467
141,62,0.000548
142,37,0.000876
143,41,0.000913
144,104,0.000350
145,110,0.000387
146,92,0.000485
147,99,0.000540
148,87,0.000584
149,76,0.000549
150,87,0.000518
151,73,0.000550
152,32,0.001046
153,30,0.001758
154,16,0.002792
155,14,0.007029
156,36,0.001086
157,44,0.001339
158,26,0.000850
159,26,0.000659
160,120,0.000409
161,85,0.000376
162,90,0.000285
163,122,0.000334
164,90,0.000448
165,71,0.000366
166,69,0.000439
167,67,0.000783
168,107,0.000398
169,97,0.000349
170,122,0.000270
171,142,0.000284
172,137,0.000272
173,130,0.000239
174,112,0.000355
175,108,0.000333
176,35,0.000750
177,53,0.000750
