# data/codebooks/_/eps_0.0005_M_0032.cbook:
# P=36  size=32  className='_'
k1,k2
-0.579558,0.0427675
-0.763737,0.210323
-0.512881,0.094943
-0.581847,0.311096
-0.785349,0.313084
-0.624046,0.352864
-0.667308,0.345224
-0.689885,0.440757
-0.738533,0.277197
-0.635972,0.333002
-0.632855,0.47781
-0.571458,0.400847
-0.513948,0.399516
-0.628844,0.643147
-0.718173,0.288707
-0.422702,0.29306
-0.161766,0.322025
-0.142104,0.332615
-0.248049,0.29306
-0.375044,0.28854
-0.24517,0.261119
-0.197564,0.290896
-0.331712,0.24196
-0.51098,0.117693
-0.575847,0.429287
-0.543655,0.392132
-0.475993,0.274088
-0.571715,0.447499
-0.50511,0.510649
-0.517729,0.568474
-0.381316,0.298959
-0.601198,0.584038

